BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
453,85.15,79,14.85,532,19,12,3.57,63.16,"3,6%",23,Hamburg
2015,85.45,343,14.55,2358,48,22,2.04,45.83,2%,128,Baden-Württemberg
164,90.11,18,9.89,182,1,0,0.55,0.0,"0,6%",11,Bremen
478,79.4,124,20.6,602,5,3,0.83,60.0,"0,8%",47,Brandenburg
1190,81.06,278,18.94,1468,15,11,1.02,73.33,1%,78,Sachsen
763,74.22,265,25.78,1028,24,11,2.33,45.83,"2,3%",77,Rheinland-Pfalz
1568,84.8,281,15.2,1849,47,18,2.54,38.3,"2,5%",97,Hessen
548,83.54,108,16.46,656,9,8,1.37,88.89,"1,4%",36,Thüringen
508,83.83,98,16.17,606,4,1,0.66,25.0,"0,7%",34,Mecklenburg-Vorpommern
583,79.43,151,20.57,734,11,8,1.5,72.73,"1,5%",32,Schleswig-Holstein
412,92.38,34,7.62,446,15,9,3.36,60.0,"3,4%",17,Saarland
2709,84.16,510,15.84,3219,51,23,1.58,45.1,"1,6%",206,Bayern
1403,81.05,328,18.95,1731,24,14,1.39,58.33,"1,4%",119,Niedersachsen
896,84.21,168,15.79,1064,45,19,4.23,42.22,"4,2%",53,Berlin
4549,84.02,865,15.98,5414,122,57,2.25,46.72,"2,3%",313,Nordrhein-Westfalen
623,84.65,113,15.35,736,3,1,0.41,33.33,"0,4%",42,Sachsen-Anhalt

