BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
697,84.38,129,15.62,826,78,47,9.44,60.26,"9,4%",42,Sachsen-Anhalt
511,89.18,62,10.82,573,82,47,14.31,57.32,"14,3%",24,Hamburg
1657,85.24,287,14.76,1944,256,135,13.17,52.73,"13,2%",99,Hessen
560,78.98,149,21.02,709,107,71,15.09,66.36,"15,1%",50,Brandenburg
168,90.81,17,9.19,185,30,22,16.22,73.33,"16,2%",12,Bremen
619,87.06,92,12.94,711,127,72,17.86,56.69,"17,9%",37,Thüringen
1612,82.12,351,17.88,1963,198,112,10.09,56.57,"10,1%",121,Niedersachsen
2078,85.87,342,14.13,2420,260,139,10.74,53.46,"10,7%",129,Baden-Württemberg
820,75.72,263,24.28,1083,104,57,9.6,54.81,"9,6%",77,Rheinland-Pfalz
2869,85.31,494,14.69,3363,453,261,13.47,57.62,"13,5%",208,Bayern
600,80.43,146,19.57,746,74,55,9.92,74.32,"9,9%",33,Schleswig-Holstein
4945,86.44,776,13.56,5721,578,333,10.1,57.61,"10,1%",321,Nordrhein-Westfalen
996,87.29,145,12.71,1141,203,151,17.79,74.38,"17,8%",53,Berlin
372,83.6,73,16.4,445,46,26,10.34,56.52,"10,3%",17,Saarland
1090,73.06,402,26.94,1492,186,105,12.47,56.45,"12,5%",78,Sachsen
483,78.92,129,21.08,612,37,20,6.05,54.05,"6,1%",32,Mecklenburg-Vorpommern

