BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2367,76.88,712,23.12,3079,415,221,13.48,53.25,"23,1%",183,Baden-Württemberg
3068,75.83,978,24.17,4046,492,287,12.16,58.33,"24,2%",262,Bayern
1095,84.88,195,15.12,1290,299,199,23.18,66.56,"15,1%",66,Berlin
585,70.91,240,29.09,825,72,47,8.73,65.28,"29,1%",58,Brandenburg
158,79,42,21,200,28,21,14,75,21%,13,Bremen
574,79.39,149,20.61,723,80,46,11.07,57.5,"20,6%",34,Hamburg
1705,81.5,387,18.5,2092,282,153,13.48,54.26,"18,5%",117,Hessen
560,77.78,160,22.22,720,29,15,4.03,51.72,"22,2%",41,Mecklenburg-Vorpommern
1703,70.55,711,29.45,2414,199,113,8.24,56.78,"29,5%",152,Niedersachsen
5209,79.1,1376,20.9,6585,898,540,13.64,60.13,"20,9%",401,Nordrhein-Westfalen
899,66.59,451,33.41,1350,138,78,10.22,56.52,"33,4%",95,Rheinland-Pfalz
348,66.16,178,33.84,526,65,21,12.36,32.31,"33,8%",24,Saarland
1197,72.5,454,27.5,1651,267,140,16.17,52.43,"27,5%",95,Sachsen
718,72.75,269,27.25,987,51,29,5.17,56.86,"27,3%",56,Sachsen-Anhalt
561,65.77,292,34.23,853,27,12,3.17,44.44,"34,2%",39,Schleswig-Holstein
623,65.93,322,34.07,945,69,17,7.3,24.64,"34,1%",45,Thüringen
