BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
563,76.18,176,23.82,739,49,31,6.63,63.27,"6,6%",33,Schleswig-Holstein
4920,87.67,692,12.33,5612,941,604,16.77,64.19,"16,8%",320,Nordrhein-Westfalen
508,82.47,108,17.53,616,60,36,9.74,60.0,"9,7%",34,Mecklenburg-Vorpommern
1535,82.53,325,17.47,1860,225,158,12.1,70.22,"12,1%",121,Niedersachsen
811,76.73,246,23.27,1057,157,93,14.85,59.24,"14,9%",77,Rheinland-Pfalz
695,88.09,94,11.91,789,104,72,13.18,69.23,"13,2%",42,Sachsen-Anhalt
579,85.02,102,14.98,681,163,105,23.94,64.42,"23,9%",36,Thüringen
1695,87.69,238,12.31,1933,378,198,19.56,52.38,"19,6%",98,Hessen
543,71.73,214,28.27,757,98,55,12.95,56.12,13%,50,Brandenburg
180,94.74,10,5.26,190,44,32,23.16,72.73,"23,2%",12,Bremen
984,86.93,148,13.07,1132,235,167,20.76,71.06,"20,8%",53,Berlin
1261,86.73,193,13.27,1454,363,221,24.97,60.88,25%,79,Sachsen
2901,87.12,429,12.88,3330,638,399,19.16,62.54,"19,2%",208,Bayern
382,88.63,49,11.37,431,68,35,15.78,51.47,"15,8%",17,Saarland
2070,86.14,333,13.86,2403,571,378,23.76,66.2,"23,8%",128,Baden-Württemberg
455,85.85,75,14.15,530,83,49,15.66,59.04,"15,7%",24,Hamburg

