BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4980,85.88,819,14.12,5799,576,323,9.93,56.08,"9,9%",323,Nordrhein-Westfalen
1706,86.38,269,13.62,1975,261,136,13.22,52.11,"13,2%",103,Hessen
1141,75.41,372,24.59,1513,193,97,12.76,50.26,"12,8%",79,Sachsen
2939,87.03,438,12.97,3377,454,252,13.44,55.51,"13,4%",209,Bayern
588,77.37,172,22.63,760,71,55,9.34,77.46,"9,3%",33,Schleswig-Holstein
1684,84.16,317,15.84,2001,205,115,10.24,56.1,"10,2%",125,Niedersachsen
505,79.15,133,20.85,638,46,28,7.21,60.87,"7,2%",34,Mecklenburg-Vorpommern
721,86.14,116,13.86,837,86,46,10.27,53.49,"10,3%",43,Sachsen-Anhalt
182,93.33,13,6.67,195,33,23,16.92,69.7,"16,9%",12,Bremen
2080,85.18,362,14.82,2442,241,125,9.87,51.87,"9,9%",130,Baden-Württemberg
612,82.48,130,17.52,742,89,59,11.99,66.29,12%,51,Brandenburg
641,89.9,72,10.1,713,140,77,19.64,55.0,"19,6%",37,Thüringen
501,86.83,76,13.17,577,82,51,14.21,62.2,"14,2%",24,Hamburg
850,78.27,236,21.73,1086,96,52,8.84,54.17,"8,8%",78,Rheinland-Pfalz
1018,88.68,130,11.32,1148,220,152,19.16,69.09,"19,2%",54,Berlin
371,81.54,84,18.46,455,52,24,11.43,46.15,"11,4%",17,Saarland

