BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
919,84.94,163,15.06,1082,77,68,7.12,88.31,"7,1%",53,Berlin
381,86.99,57,13.01,438,16,11,3.65,68.75,"3,7%",17,Saarland
673,83.29,135,16.71,808,18,12,2.23,66.67,"2,2%",42,Sachsen-Anhalt
1598,84.86,285,15.14,1883,139,77,7.38,55.4,"7,4%",97,Hessen
568,76.86,171,23.14,739,22,16,2.98,72.73,3%,32,Schleswig-Holstein
495,82.78,103,17.22,598,16,14,2.68,87.5,"2,7%",33,Mecklenburg-Vorpommern
4719,84.06,895,15.94,5614,272,193,4.85,70.96,"4,9%",320,Nordrhein-Westfalen
524,81.11,122,18.89,646,42,29,6.5,69.05,"6,5%",36,Thüringen
1579,83.37,315,16.63,1894,58,35,3.06,60.34,"3,1%",120,Niedersachsen
1201,81.2,278,18.8,1479,110,79,7.44,71.82,"7,4%",79,Sachsen
153,79.69,39,20.31,192,7,5,3.65,71.43,"3,7%",12,Bremen
426,82.08,93,17.92,519,30,23,5.78,76.67,"5,8%",23,Hamburg
815,76.74,247,23.26,1062,50,30,4.71,60.0,"4,7%",77,Rheinland-Pfalz
2722,84.27,508,15.73,3230,221,148,6.84,66.97,"6,8%",208,Bayern
518,81.45,118,18.55,636,20,15,3.14,75.0,"3,1%",49,Brandenburg
1993,83.95,381,16.05,2374,171,108,7.2,63.16,"7,2%",128,Baden-Württemberg

