BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2007,85.19,349,14.81,2356,43,24,1.83,55.81,"1,8%",127,Baden-Württemberg
453,85.63,76,14.37,529,19,12,3.59,63.16,"3,6%",23,Hamburg
158,85.41,27,14.59,185,1,0,0.54,0.0,"0,5%",11,Bremen
1236,84.48,227,15.52,1463,14,10,0.96,71.43,1%,78,Sachsen
507,83.8,98,16.2,605,4,2,0.66,50.0,"0,7%",47,Brandenburg
793,77.82,226,22.18,1019,17,9,1.67,52.94,"1,7%",77,Rheinland-Pfalz
1608,87.58,228,12.42,1836,47,21,2.56,44.68,"2,6%",97,Hessen
549,83.56,108,16.44,657,9,9,1.37,100.0,"1,4%",36,Thüringen
504,83.03,103,16.97,607,2,1,0.33,50.0,"0,3%",34,Mecklenburg-Vorpommern
601,81.33,138,18.67,739,8,6,1.08,75.0,"1,1%",33,Schleswig-Holstein
404,91.82,36,8.18,440,10,5,2.27,50.0,"2,3%",17,Saarland
2766,86.36,437,13.64,3203,49,22,1.53,44.9,"1,5%",207,Bayern
1393,80.89,329,19.11,1722,19,12,1.1,63.16,"1,1%",119,Niedersachsen
901,85.16,157,14.84,1058,36,16,3.4,44.44,"3,4%",53,Berlin
620,84.35,115,15.65,735,1,0,0.14,0.0,"0,1%",42,Sachsen-Anhalt
4533,84.33,842,15.67,5375,112,55,2.08,49.11,"2,1%",312,Nordrhein-Westfalen

