BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2061,83.88,396,16.12,2457,275,166,11.19,60.36,"11,2%",129,Baden-Württemberg
1687,86.87,255,13.13,1942,320,176,16.48,55.0,"16,5%",99,Hessen
5021,86.97,752,13.03,5773,663,379,11.48,57.16,"11,5%",320,Nordrhein-Westfalen
586,81.73,131,18.27,717,137,82,19.11,59.85,"19,1%",50,Brandenburg
2882,84.74,519,15.26,3401,543,300,15.97,55.25,16%,208,Bayern
1020,88.31,135,11.69,1155,266,184,23.03,69.17,23%,53,Berlin
852,79.48,220,20.52,1072,136,74,12.69,54.41,"12,7%",77,Rheinland-Pfalz
522,82.46,111,17.54,633,68,29,10.74,42.65,"10,7%",34,Mecklenburg-Vorpommern
183,92.42,15,7.58,198,33,22,16.67,66.67,"16,7%",12,Bremen
395,85.68,66,14.32,461,60,31,13.02,51.67,13%,17,Saarland
1625,82.99,333,17.01,1958,215,124,10.98,57.67,11%,121,Niedersachsen
497,85.4,85,14.6,582,78,40,13.4,51.28,"13,4%",24,Hamburg
714,86.55,111,13.45,825,110,64,13.33,58.18,"13,3%",42,Sachsen-Anhalt
1141,76.27,355,23.73,1496,242,128,16.18,52.89,"16,2%",78,Sachsen
615,81.67,138,18.33,753,74,48,9.83,64.86,"9,8%",33,Schleswig-Holstein
622,88.48,81,11.52,703,116,60,16.5,51.72,"16,5%",37,Thüringen

