BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
389,87.61,55,12.39,444,63,27,14.19,42.86,"14,2%",17,Saarland
709,87.53,101,12.47,810,123,63,15.19,51.22,"15,2%",42,Sachsen-Anhalt
1029,90.98,102,9.02,1131,278,199,24.58,71.58,"24,6%",53,Berlin
1676,86.39,264,13.61,1940,292,164,15.05,56.16,"15,1%",121,Niedersachsen
521,84.17,98,15.83,619,81,49,13.09,60.49,"13,1%",34,Mecklenburg-Vorpommern
2960,88.2,396,11.8,3356,755,424,22.5,56.16,"22,5%",208,Bayern
593,83.99,113,16.01,706,147,71,20.82,48.3,"20,8%",50,Brandenburg
510,88.24,68,11.76,578,102,60,17.65,58.82,"17,7%",24,Hamburg
2191,90.46,231,9.54,2422,466,257,19.24,55.15,"19,2%",129,Baden-Württemberg
175,91.62,16,8.38,191,46,31,24.08,67.39,"24,1%",12,Bremen
5048,88.08,683,11.92,5731,930,534,16.23,57.42,"16,2%",320,Nordrhein-Westfalen
1274,87.2,187,12.8,1461,349,212,23.89,60.74,"23,9%",78,Sachsen
855,79.83,216,20.17,1071,154,82,14.38,53.25,"14,4%",77,Rheinland-Pfalz
586,78.03,165,21.97,751,52,30,6.92,57.69,"6,9%",33,Schleswig-Holstein
1713,88.12,231,11.88,1944,407,194,20.94,47.67,"20,9%",99,Hessen
623,90.03,69,9.97,692,210,132,30.35,62.86,"30,4%",36,Thüringen

