BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
844,77.93,239,22.07,1083,114,54,10.53,47.37,"10,5%",77,Rheinland-Pfalz
565,75.43,184,24.57,749,51,26,6.81,50.98,"6,8%",33,Schleswig-Holstein
700,84.85,125,15.15,825,88,41,10.67,46.59,"10,7%",42,Sachsen-Anhalt
489,79.25,128,20.75,617,73,34,11.83,46.58,"11,8%",34,Mecklenburg-Vorpommern
469,85.27,81,14.73,550,87,52,15.82,59.77,"15,8%",24,Hamburg
149,86.13,24,13.87,173,39,26,22.54,66.67,"22,5%",12,Bremen
1645,85.54,278,14.46,1923,332,148,17.26,44.58,"17,3%",98,Hessen
562,82.65,118,17.35,680,122,68,17.94,55.74,"17,9%",50,Brandenburg
598,86.04,97,13.96,695,174,107,25.04,61.49,25%,36,Thüringen
981,87.2,144,12.8,1125,216,152,19.2,70.37,"19,2%",53,Berlin
1116,75.71,358,24.29,1474,265,164,17.98,61.89,18%,78,Sachsen
2047,85.19,356,14.81,2403,332,177,13.82,53.31,"13,8%",129,Baden-Württemberg
1570,82.46,334,17.54,1904,240,127,12.61,52.92,"12,6%",121,Niedersachsen
4929,86.05,799,13.95,5728,706,354,12.33,50.14,"12,3%",320,Nordrhein-Westfalen
2854,84.84,510,15.16,3364,561,318,16.68,56.68,"16,7%",208,Bayern
366,83.75,71,16.25,437,48,23,10.98,47.92,11%,17,Saarland

