BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
520,84.83,93,15.17,613,69,37,11.26,53.62,"11,3%",33,Mecklenburg-Vorpommern
1751,89.47,206,10.53,1957,438,210,22.38,47.95,"22,4%",99,Hessen
854,78.86,229,21.14,1083,170,84,15.7,49.41,"15,7%",77,Rheinland-Pfalz
1025,90.55,107,9.45,1132,304,213,26.86,70.07,"26,9%",53,Berlin
594,79.73,151,20.27,745,50,28,6.71,56.0,"6,7%",33,Schleswig-Holstein
176,92.63,14,7.37,190,47,31,24.74,65.96,"24,7%",12,Bremen
506,89.08,62,10.92,568,106,64,18.66,60.38,"18,7%",24,Hamburg
1660,86.28,264,13.72,1924,296,180,15.38,60.81,"15,4%",121,Niedersachsen
706,86.95,106,13.05,812,138,69,17.0,50.0,17%,42,Sachsen-Anhalt
2973,88.35,392,11.65,3365,761,453,22.62,59.53,"22,6%",208,Bayern
1341,90.85,135,9.15,1476,395,218,26.76,55.19,"26,8%",78,Sachsen
392,89.29,47,10.71,439,69,29,15.72,42.03,"15,7%",17,Saarland
634,90.06,70,9.94,704,216,117,30.68,54.17,"30,7%",36,Thüringen
2142,88.62,275,11.38,2417,511,280,21.14,54.79,"21,1%",127,Baden-Württemberg
585,82.86,121,17.14,706,155,82,21.95,52.9,22%,50,Brandenburg
5119,89.01,632,10.99,5751,1003,604,17.44,60.22,"17,4%",320,Nordrhein-Westfalen

