BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
571,79.09,151,20.91,722,77,45,10.66,58.44,"10,7%",33,Schleswig-Holstein
2154,88.31,285,11.69,2439,473,279,19.39,58.99,"19,4%",129,Baden-Württemberg
1647,84.55,301,15.45,1948,280,140,14.37,50.0,"14,4%",121,Niedersachsen
635,84.44,117,15.56,752,176,98,23.4,55.68,"23,4%",37,Thüringen
1136,76.29,353,23.71,1489,425,240,28.54,56.47,"28,5%",78,Sachsen
160,84.66,29,15.34,189,38,21,20.11,55.26,"20,1%",12,Bremen
578,81.41,132,18.59,710,193,88,27.18,45.6,"27,2%",49,Brandenburg
396,85.9,65,14.1,461,90,37,19.52,41.11,"19,5%",17,Saarland
1040,87.84,144,12.16,1184,375,263,31.67,70.13,"31,7%",53,Berlin
731,87.65,103,12.35,834,179,113,21.46,63.13,"21,5%",42,Sachsen-Anhalt
1672,86.19,268,13.81,1940,408,218,21.03,53.43,21%,100,Hessen
5040,87.26,736,12.74,5776,847,462,14.66,54.55,"14,7%",321,Nordrhein-Westfalen
489,86.55,76,13.45,565,95,61,16.81,64.21,"16,8%",24,Hamburg
2929,86.58,454,13.42,3383,712,411,21.05,57.72,"21,1%",208,Bayern
536,83.36,107,16.64,643,80,37,12.44,46.25,"12,4%",34,Mecklenburg-Vorpommern
843,77.84,240,22.16,1083,191,93,17.64,48.69,"17,6%",77,Rheinland-Pfalz

