BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
3030,89.8,344,10.2,3374,752,449,22.29,59.71,"22,3%",208,Bayern
586,85.17,102,14.83,688,127,73,18.46,57.48,"18,5%",50,Brandenburg
631,89.5,74,10.5,705,188,111,26.67,59.04,"26,7%",36,Thüringen
704,88.33,93,11.67,797,126,83,15.81,65.87,"15,8%",42,Sachsen-Anhalt
400,90.7,41,9.3,441,67,34,15.19,50.75,"15,2%",17,Saarland
871,81.78,194,18.22,1065,181,104,17.0,57.46,17%,77,Rheinland-Pfalz
5163,90.21,560,9.79,5723,1106,661,19.33,59.76,"19,3%",320,Nordrhein-Westfalen
190,95.48,9,4.52,199,46,25,23.12,54.35,"23,1%",12,Bremen
483,89.28,58,10.72,541,95,60,17.56,63.16,"17,6%",24,Hamburg
2183,88.67,279,11.33,2462,610,376,24.78,61.64,"24,8%",128,Baden-Württemberg
1763,89.67,203,10.33,1966,435,216,22.13,49.66,"22,1%",99,Hessen
1319,89.91,148,10.09,1467,395,229,26.93,57.97,"26,9%",79,Sachsen
1658,87.26,242,12.74,1900,280,188,14.74,67.14,"14,7%",121,Niedersachsen
539,87.08,80,12.92,619,83,48,13.41,57.83,"13,4%",34,Mecklenburg-Vorpommern
1000,88.11,135,11.89,1135,290,196,25.55,67.59,"25,6%",53,Berlin
618,82.4,132,17.6,750,49,28,6.53,57.14,"6,5%",33,Schleswig-Holstein

