BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1064,90.02,118,9.98,1182,405,290,34.26,71.6,"34,3%",53,Berlin
1207,80.63,290,19.37,1497,505,284,33.73,56.24,"33,7%",77,Sachsen
619,86.82,94,13.18,713,235,106,32.96,45.11,33%,49,Brandenburg
640,88.03,87,11.97,727,195,104,26.82,53.33,"26,8%",37,Thüringen
177,86.76,27,13.24,204,29,15,14.22,51.72,"14,2%",12,Bremen
547,84.02,104,15.98,651,94,40,14.44,42.55,"14,4%",34,Mecklenburg-Vorpommern
865,78.49,237,21.51,1102,195,103,17.7,52.82,"17,7%",77,Rheinland-Pfalz
2139,86.92,322,13.08,2461,529,332,21.5,62.76,"21,5%",129,Baden-Württemberg
711,85.15,124,14.85,835,191,106,22.87,55.5,"22,9%",42,Sachsen-Anhalt
1701,87.55,242,12.45,1943,456,251,23.47,55.04,"23,5%",100,Hessen
385,84.25,72,15.75,457,84,43,18.38,51.19,"18,4%",17,Saarland
2932,86.62,453,13.38,3385,816,476,24.11,58.33,"24,1%",209,Bayern
1633,82.31,351,17.69,1984,284,152,14.31,53.52,"14,3%",122,Niedersachsen
5009,86.48,783,13.52,5792,982,568,16.95,57.84,17%,319,Nordrhein-Westfalen
579,77.2,171,22.8,750,66,42,8.8,63.64,"8,8%",33,Schleswig-Holstein
493,87.26,72,12.74,565,100,62,17.7,62.0,"17,7%",24,Hamburg

