BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
588,78.61,160,21.39,748,47,31,6.28,65.96,"6,3%",33,Schleswig-Holstein
5123,90.3,550,9.7,5673,996,635,17.56,63.76,"17,6%",320,Nordrhein-Westfalen
528,84.75,95,15.25,623,74,41,11.88,55.41,"11,9%",34,Mecklenburg-Vorpommern
1619,86.03,263,13.97,1882,242,159,12.86,65.7,"12,9%",121,Niedersachsen
870,81.31,200,18.69,1070,160,101,14.95,63.13,15%,77,Rheinland-Pfalz
715,89.6,83,10.4,798,115,75,14.41,65.22,"14,4%",42,Sachsen-Anhalt
617,87.64,87,12.36,704,163,103,23.15,63.19,"23,2%",36,Thüringen
1719,88.56,222,11.44,1941,390,193,20.09,49.49,"20,1%",99,Hessen
560,82.47,119,17.53,679,101,57,14.87,56.44,"14,9%",50,Brandenburg
183,92.89,14,7.11,197,44,30,22.34,68.18,"22,3%",12,Bremen
1308,89.53,153,10.47,1461,368,230,25.19,62.5,"25,2%",79,Sachsen
1013,89.49,119,10.51,1132,253,172,22.35,67.98,"22,4%",53,Berlin
2991,89.52,350,10.48,3341,666,391,19.93,58.71,"19,9%",208,Bayern
388,88.79,49,11.21,437,61,31,13.96,50.82,14%,17,Saarland
2185,89.84,247,10.16,2432,597,382,24.55,63.99,"24,6%",128,Baden-Württemberg
481,87.45,69,12.55,550,84,48,15.27,57.14,"15,3%",24,Hamburg

