BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
545,88.33,72,11.67,617,89,52,14.42,58.43,"14,4%",34,Mecklenburg-Vorpommern
3012,88.88,377,11.12,3389,783,445,23.1,56.83,"23,1%",208,Bayern
182,91.46,17,8.54,199,44,29,22.11,65.91,"22,1%",12,Bremen
2173,88.23,290,11.77,2463,604,353,24.52,58.44,"24,5%",128,Baden-Württemberg
5174,89.5,607,10.5,5781,1134,646,19.62,56.97,"19,6%",320,Nordrhein-Westfalen
1764,90.79,179,9.21,1943,461,228,23.73,49.46,"23,7%",98,Hessen
1313,89.69,151,10.31,1464,388,227,26.5,58.51,"26,5%",78,Sachsen
601,79.71,153,20.29,754,43,33,5.7,76.74,"5,7%",33,Schleswig-Holstein
462,86.19,74,13.81,536,108,75,20.15,69.44,"20,2%",24,Hamburg
624,88.01,85,11.99,709,210,99,29.62,47.14,"29,6%",36,Thüringen
570,82.73,119,17.27,689,143,73,20.75,51.05,"20,8%",50,Brandenburg
1651,85.94,270,14.06,1921,303,186,15.77,61.39,"15,8%",121,Niedersachsen
1025,89.75,117,10.25,1142,328,197,28.72,60.06,"28,7%",53,Berlin
735,91.65,67,8.35,802,146,100,18.2,68.49,"18,2%",42,Sachsen-Anhalt
391,88.06,53,11.94,444,77,37,17.34,48.05,"17,3%",17,Saarland
863,80.06,215,19.94,1078,182,91,16.88,50.0,"16,9%",77,Rheinland-Pfalz

