BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1320,89.98,147,10.02,1467,390,228,26.58,58.46,"26,6%",78,Sachsen
184,95.34,9,4.66,193,49,34,25.39,69.39,"25,4%",12,Bremen
525,83.6,103,16.4,628,78,40,12.42,51.28,"12,4%",34,Mecklenburg-Vorpommern
377,85.1,66,14.9,443,73,29,16.48,39.73,"16,5%",17,Saarland
494,88.85,62,11.15,556,116,65,20.86,56.03,"20,9%",24,Hamburg
2153,88.6,277,11.4,2430,568,308,23.37,54.23,"23,4%",127,Baden-Württemberg
589,84.63,107,15.37,696,149,77,21.41,51.68,"21,4%",50,Brandenburg
716,89.84,81,10.16,797,151,74,18.95,49.01,19%,42,Sachsen-Anhalt
606,80.48,147,19.52,753,51,32,6.77,62.75,"6,8%",33,Schleswig-Holstein
1660,85.88,273,14.12,1933,320,178,16.55,55.63,"16,6%",121,Niedersachsen
5148,89.27,619,10.73,5767,1058,609,18.35,57.56,"18,4%",320,Nordrhein-Westfalen
631,89.89,71,10.11,702,216,117,30.77,54.17,"30,8%",36,Thüringen
847,78.79,228,21.21,1075,189,89,17.58,47.09,"17,6%",77,Rheinland-Pfalz
2981,87.91,410,12.09,3391,776,433,22.88,55.8,"22,9%",208,Bayern
1021,89.56,119,10.44,1140,315,220,27.63,69.84,"27,6%",53,Berlin
1728,88.62,222,11.38,1950,457,217,23.44,47.48,"23,4%",99,Hessen

