BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2379,71.55,946,28.45,3325,32,14,0.96,43.75,"28,5%",179,Baden-Württemberg
3080,72.23,1184,27.77,4264,33,22,0.77,66.67,"27,8%",247,Bayern
1060,83.6,208,16.4,1268,14,8,1.1,57.14,"16,4%",64,Berlin
614,65.88,318,34.12,932,2,0,0.21,0,"34,1%",57,Brandenburg
144,70.59,60,29.41,204,3,1,1.47,33.33,"29,4%",13,Bremen
577,65.94,298,34.06,875,8,5,0.91,62.5,"34,1%",34,Hamburg
1698,74.44,583,25.56,2281,20,5,0.88,25,"25,6%",116,Hessen
626,75.06,208,24.94,834,0,0,0,0,"24,9%",39,Mecklenburg-Vorpommern
1762,67.67,842,32.33,2604,16,9,0.61,56.25,"32,3%",149,Niedersachsen
5042,72.38,1924,27.62,6966,70,47,1,67.14,"27,6%",392,Nordrhein-Westfalen
898,61.59,560,38.41,1458,7,6,0.48,85.71,"38,4%",95,Rheinland-Pfalz
372,65.96,192,34.04,564,4,2,0.71,50,34%,23,Saarland
1222,69.43,538,30.57,1760,6,4,0.34,66.67,"30,6%",96,Sachsen
665,65.13,356,34.87,1021,0,0,0,0,"34,9%",51,Sachsen-Anhalt
597,57.29,445,42.71,1042,3,1,0.29,33.33,"42,7%",39,Schleswig-Holstein
632,70.14,269,29.86,901,3,1,0.33,33.33,"29,9%",43,Thüringen
