BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
447,82.32,96,17.68,543,21,16,3.87,76.19,"3,9%",23,Hamburg
564,85.07,99,14.93,663,19,15,2.87,78.95,"2,9%",36,Thüringen
662,83.9,127,16.1,789,11,10,1.39,90.91,"1,4%",42,Sachsen-Anhalt
169,88.02,23,11.98,192,5,3,2.6,60.0,"2,6%",12,Bremen
527,86.82,80,13.18,607,8,5,1.32,62.5,"1,3%",48,Brandenburg
519,85.93,85,14.07,604,10,6,1.66,60.0,"1,7%",33,Mecklenburg-Vorpommern
955,87.14,141,12.86,1096,57,46,5.2,80.7,"5,2%",53,Berlin
2017,85.83,333,14.17,2350,97,69,4.13,71.13,"4,1%",128,Baden-Württemberg
1633,86.86,247,13.14,1880,96,60,5.11,62.5,"5,1%",97,Hessen
1227,83.58,241,16.42,1468,52,39,3.54,75.0,"3,5%",79,Sachsen
807,76.2,252,23.8,1059,12,9,1.13,75.0,"1,1%",77,Rheinland-Pfalz
581,79.48,150,20.52,731,18,12,2.46,66.67,"2,5%",32,Schleswig-Holstein
2761,84.72,498,15.28,3259,121,83,3.71,68.6,"3,7%",208,Bayern
382,85.46,65,14.54,447,9,7,2.01,77.78,2%,17,Saarland
4841,87.15,714,12.85,5555,153,113,2.75,73.86,"2,8%",318,Nordrhein-Westfalen
1575,83.2,318,16.8,1893,38,23,2.01,60.53,2%,120,Niedersachsen

