BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2320,76.8,701,23.2,3021,374,213,12.38,56.95,"23,2%",182,Baden-Württemberg
3211,78.26,892,21.74,4103,475,271,11.58,57.05,"21,7%",262,Bayern
1127,86.76,172,13.24,1299,296,203,22.79,68.58,"13,2%",66,Berlin
588,74.15,205,25.85,793,64,36,8.07,56.25,"25,9%",57,Brandenburg
157,74.06,55,25.94,212,29,22,13.68,75.86,"25,9%",13,Bremen
582,79.95,146,20.05,728,77,42,10.58,54.55,"20,1%",34,Hamburg
1757,83.39,350,16.61,2107,277,154,13.15,55.6,"16,6%",117,Hessen
570,78.95,152,21.05,722,27,13,3.74,48.15,"21,1%",41,Mecklenburg-Vorpommern
1720,70.32,726,29.68,2446,197,109,8.05,55.33,"29,7%",152,Niedersachsen
5349,80.69,1280,19.31,6629,898,534,13.55,59.47,"19,3%",401,Nordrhein-Westfalen
934,69.19,416,30.81,1350,135,70,10,51.85,"30,8%",95,Rheinland-Pfalz
361,68.89,163,31.11,524,62,18,11.83,29.03,"31,1%",24,Saarland
1283,77.38,375,22.62,1658,267,126,16.1,47.19,"22,6%",95,Sachsen
730,74.04,256,25.96,986,46,26,4.67,56.52,26%,56,Sachsen-Anhalt
599,70.31,253,29.69,852,23,14,2.7,60.87,"29,7%",39,Schleswig-Holstein
644,68.22,300,31.78,944,69,16,7.31,23.19,"31,8%",45,Thüringen
