BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2726,83.85,525,16.15,3251,127,86,3.91,67.72,"3,9%",208,Bayern
2063,87.6,292,12.4,2355,105,75,4.46,71.43,"4,5%",128,Baden-Württemberg
4865,87.16,717,12.84,5582,173,124,3.1,71.68,"3,1%",318,Nordrhein-Westfalen
529,85.74,88,14.26,617,6,6,0.97,100.0,1%,48,Brandenburg
1614,85.81,267,14.19,1881,95,60,5.05,63.16,"5,1%",97,Hessen
170,88.54,22,11.46,192,4,3,2.08,75.0,"2,1%",12,Bremen
556,82.99,114,17.01,670,22,18,3.28,81.82,"3,3%",36,Thüringen
670,83.85,129,16.15,799,12,11,1.5,91.67,"1,5%",42,Sachsen-Anhalt
523,87.17,77,12.83,600,9,5,1.5,55.56,"1,5%",33,Mecklenburg-Vorpommern
1573,82.96,323,17.04,1896,37,24,1.95,64.86,2%,120,Niedersachsen
1248,84.1,236,15.9,1484,61,46,4.11,75.41,"4,1%",79,Sachsen
813,76.7,247,23.3,1060,17,13,1.6,76.47,"1,6%",77,Rheinland-Pfalz
586,80.05,146,19.95,732,17,13,2.32,76.47,"2,3%",32,Schleswig-Holstein
964,88.44,126,11.56,1090,60,47,5.5,78.33,"5,5%",53,Berlin
379,84.6,69,15.4,448,8,6,1.79,75.0,"1,8%",17,Saarland
447,82.47,95,17.53,542,23,17,4.24,73.91,"4,2%",23,Hamburg

