BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
736,76.75,223,23.25,959,75,42,7.82,56.0,"23,3%",56,Sachsen-Anhalt
621,73.06,229,26.94,850,26,14,3.06,53.85,"26,9%",39,Schleswig-Holstein
5478,84.04,1040,15.96,6518,973,614,14.93,63.1,16%,406,Nordrhein-Westfalen
596,79.15,157,20.85,753,109,57,14.48,52.29,"20,9%",56,Brandenburg
1374,84.29,256,15.71,1630,466,244,28.59,52.36,"15,7%",95,Sachsen
440,88.35,58,11.65,498,61,17,12.25,27.87,"11,7%",26,Saarland
1802,78.01,508,21.99,2310,175,94,7.58,53.71,22%,153,Niedersachsen
199,87.67,28,12.33,227,32,22,14.1,68.75,"12,3%",14,Bremen
554,78.81,149,21.19,703,42,13,5.97,30.95,"21,2%",42,Mecklenburg-Vorpommern
930,76.17,291,23.83,1221,187,113,15.32,60.43,"23,8%",95,Rheinland-Pfalz
550,80.65,132,19.35,682,89,61,13.05,68.54,"19,4%",34,Hamburg
2356,80.55,569,19.45,2925,490,287,16.75,58.57,"19,5%",182,Baden-Württemberg
1794,86.96,269,13.04,2063,379,222,18.37,58.58,13%,117,Hessen
1116,87.26,163,12.74,1279,357,245,27.91,68.63,"12,7%",64,Berlin
644,80.1,160,19.9,804,90,41,11.19,45.56,"19,9%",45,Thüringen
3298,84.39,610,15.61,3908,733,436,18.76,59.48,"15,6%",270,Bayern

