BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
156,89.14,19,10.86,175,2,1,1.14,50.0,"1,1%",11,Bremen
1193,81.38,273,18.62,1466,16,11,1.09,68.75,"1,1%",78,Sachsen
1529,83.6,300,16.4,1829,52,21,2.84,40.38,"2,8%",97,Hessen
496,82.67,104,17.33,600,6,3,1.0,50.0,1%,47,Brandenburg
529,81.89,117,18.11,646,9,8,1.39,88.89,"1,4%",36,Thüringen
401,92.18,34,7.82,435,15,7,3.45,46.67,"3,5%",17,Saarland
571,78.01,161,21.99,732,11,7,1.5,63.64,"1,5%",32,Schleswig-Holstein
518,85.76,86,14.24,604,3,1,0.5,33.33,"0,5%",34,Mecklenburg-Vorpommern
739,72.24,284,27.76,1023,23,11,2.25,47.83,"2,3%",77,Rheinland-Pfalz
622,84.74,112,15.26,734,3,0,0.41,0.0,"0,4%",42,Sachsen-Anhalt
439,84.91,78,15.09,517,22,11,4.26,50.0,"4,3%",23,Hamburg
1388,81.07,324,18.93,1712,23,16,1.34,69.57,"1,3%",119,Niedersachsen
2657,82.8,552,17.2,3209,52,22,1.62,42.31,"1,6%",206,Bayern
4492,83.2,907,16.8,5399,125,53,2.32,42.4,"2,3%",313,Nordrhein-Westfalen
890,83.18,180,16.82,1070,40,16,3.74,40.0,"3,7%",53,Berlin
1910,81.52,433,18.48,2343,50,22,2.13,44.0,"2,1%",128,Baden-Württemberg

