BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2393,71.8,940,28.2,3333,29,15,0.87,51.72,"28,2%",179,Baden-Württemberg
3163,73.23,1156,26.77,4319,33,21,0.76,63.64,"26,8%",249,Bayern
1070,83.92,205,16.08,1275,16,8,1.25,50,"16,1%",64,Berlin
616,66.02,317,33.98,933,0,0,0,0,34%,57,Brandenburg
186,76.23,58,23.77,244,2,2,0.82,100,"23,8%",14,Bremen
593,67.69,283,32.31,876,7,5,0.8,71.43,"32,3%",34,Hamburg
1735,74.95,580,25.05,2315,17,5,0.73,29.41,"25,1%",116,Hessen
621,74.46,213,25.54,834,0,0,0,0,"25,5%",39,Mecklenburg-Vorpommern
1818,68.58,833,31.42,2651,14,9,0.53,64.29,"31,4%",153,Niedersachsen
5143,72.77,1924,27.23,7067,83,56,1.17,67.47,"27,2%",397,Nordrhein-Westfalen
929,63.33,538,36.67,1467,11,6,0.75,54.55,"36,7%",95,Rheinland-Pfalz
376,66.9,186,33.1,562,3,2,0.53,66.67,"33,1%",23,Saarland
1256,70.84,517,29.16,1773,8,4,0.45,50,"29,2%",96,Sachsen
727,68.46,335,31.54,1062,0,0,0,0,"31,5%",56,Sachsen-Anhalt
639,61.03,408,38.97,1047,2,1,0.19,50,39%,39,Schleswig-Holstein
625,68.16,292,31.84,917,3,1,0.33,33.33,"31,8%",44,Thüringen
