BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
387,88.76,49,11.24,436,21,13,4.82,61.9,"4,8%",17,Saarland
530,81.92,117,18.08,647,54,40,8.35,74.07,"8,4%",36,Thüringen
2780,84.91,494,15.09,3274,293,172,8.95,58.7,9%,208,Bayern
1243,84.73,224,15.27,1467,153,109,10.43,71.24,"10,4%",79,Sachsen
1602,86.08,259,13.92,1861,175,90,9.4,51.43,"9,4%",97,Hessen
4862,86.13,783,13.87,5645,347,243,6.15,70.03,"6,2%",319,Nordrhein-Westfalen
670,82.82,139,17.18,809,29,17,3.58,58.62,"3,6%",42,Sachsen-Anhalt
1558,83.05,318,16.95,1876,85,56,4.53,65.88,"4,5%",120,Niedersachsen
530,82.68,111,17.32,641,26,18,4.06,69.23,"4,1%",49,Brandenburg
2043,86.35,323,13.65,2366,235,152,9.93,64.68,"9,9%",128,Baden-Württemberg
517,86.31,82,13.69,599,21,12,3.51,57.14,"3,5%",33,Mecklenburg-Vorpommern
171,90.48,18,9.52,189,15,12,7.94,80.0,"7,9%",12,Bremen
446,82.75,93,17.25,539,37,30,6.86,81.08,"6,9%",23,Hamburg
968,87.36,140,12.64,1108,113,85,10.2,75.22,"10,2%",53,Berlin
574,77.36,168,22.64,742,19,14,2.56,73.68,"2,6%",32,Schleswig-Holstein
843,78.86,226,21.14,1069,66,34,6.17,51.52,"6,2%",77,Rheinland-Pfalz

