BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4573,84.54,836,15.46,5409,256,121,4.73,47.27,"4,7%",313,Nordrhein-Westfalen
779,74.19,271,25.81,1050,35,12,3.33,34.29,"3,3%",77,Rheinland-Pfalz
459,82.41,98,17.59,557,9,6,1.62,66.67,"1,6%",33,Mecklenburg-Vorpommern
469,78.69,127,21.31,596,4,3,0.67,75.0,"0,7%",47,Brandenburg
1560,84.69,282,15.31,1842,64,24,3.47,37.5,"3,5%",97,Hessen
2616,82.14,569,17.86,3185,107,38,3.36,35.51,"3,4%",206,Bayern
593,82.25,128,17.75,721,17,8,2.36,47.06,"2,4%",32,Schleswig-Holstein
1915,82.58,404,17.42,2319,86,45,3.71,52.33,"3,7%",127,Baden-Württemberg
921,86.64,142,13.36,1063,51,27,4.8,52.94,"4,8%",53,Berlin
377,86.07,61,13.93,438,20,8,4.57,40.0,"4,6%",16,Saarland
589,80.03,147,19.97,736,7,5,0.95,71.43,1%,42,Sachsen-Anhalt
513,79.66,131,20.34,644,6,3,0.93,50.0,"0,9%",36,Thüringen
167,88.83,21,11.17,188,6,2,3.19,33.33,"3,2%",11,Bremen
1133,79.9,285,20.1,1418,19,12,1.34,63.16,"1,3%",76,Sachsen
430,82.22,93,17.78,523,43,25,8.22,58.14,"8,2%",24,Hamburg
1386,80.86,328,19.14,1714,41,21,2.39,51.22,"2,4%",119,Niedersachsen

