BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
385,83.88,74,16.12,459,61,33,13.29,54.1,"13,3%",17,Saarland
869,80.24,214,19.76,1083,148,74,13.67,50.0,"13,7%",77,Rheinland-Pfalz
529,83.05,108,16.95,637,74,31,11.62,41.89,"11,6%",34,Mecklenburg-Vorpommern
4996,85.92,819,14.08,5815,718,408,12.35,56.82,"12,4%",321,Nordrhein-Westfalen
1136,76.34,352,23.66,1488,279,155,18.75,55.56,"18,8%",78,Sachsen
478,82.56,101,17.44,579,69,38,11.92,55.07,"11,9%",24,Hamburg
715,87.52,102,12.48,817,136,79,16.65,58.09,"16,7%",42,Sachsen-Anhalt
182,92.86,14,7.14,196,34,18,17.35,52.94,"17,4%",12,Bremen
2929,86.53,456,13.47,3385,577,303,17.05,52.51,"17,1%",208,Bayern
599,79.55,154,20.45,753,82,54,10.89,65.85,"10,9%",33,Schleswig-Holstein
637,88.35,84,11.65,721,149,79,20.67,53.02,"20,7%",37,Thüringen
1021,87.64,144,12.36,1165,286,208,24.55,72.73,"24,6%",53,Berlin
1696,87.29,247,12.71,1943,357,188,18.37,52.66,"18,4%",100,Hessen
575,79.53,148,20.47,723,147,79,20.33,53.74,"20,3%",50,Brandenburg
1655,83.92,317,16.08,1972,236,128,11.97,54.24,12%,121,Niedersachsen
2105,85.78,349,14.22,2454,305,176,12.43,57.7,"12,4%",129,Baden-Württemberg

