BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
381,84.67,69,15.33,450,48,16,10.67,33.33,"10,7%",17,Saarland
719,86.84,109,13.16,828,74,38,8.94,51.35,"8,9%",43,Sachsen-Anhalt
176,92.15,15,7.85,191,38,17,19.9,44.74,"19,9%",12,Bremen
5054,86.87,764,13.13,5818,580,319,9.97,55.0,10%,323,Nordrhein-Westfalen
590,81.6,133,18.4,723,93,45,12.86,48.39,"12,9%",51,Brandenburg
638,89.36,76,10.64,714,141,77,19.75,54.61,"19,8%",36,Thüringen
1731,88.23,231,11.77,1962,285,141,14.53,49.47,"14,5%",102,Hessen
529,84.24,99,15.76,628,49,28,7.8,57.14,"7,8%",34,Mecklenburg-Vorpommern
1688,84.74,304,15.26,1992,223,122,11.19,54.71,"11,2%",125,Niedersachsen
1167,77.44,340,22.56,1507,208,111,13.8,53.37,"13,8%",79,Sachsen
588,78.19,164,21.81,752,47,26,6.25,55.32,"6,3%",33,Schleswig-Holstein
1012,90.12,111,9.88,1123,190,136,16.92,71.58,"16,9%",54,Berlin
2111,86.45,331,13.55,2442,255,134,10.44,52.55,"10,4%",130,Baden-Württemberg
2895,85.57,488,14.43,3383,485,281,14.34,57.94,"14,3%",209,Bayern
517,88.38,68,11.62,585,90,57,15.38,63.33,"15,4%",24,Hamburg
829,75.5,269,24.5,1098,85,39,7.74,45.88,"7,7%",78,Rheinland-Pfalz

