BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
586,78.98,156,21.02,742,81,45,10.92,55.56,"10,9%",33,Schleswig-Holstein
2144,87.47,307,12.53,2451,508,299,20.73,58.86,"20,7%",129,Baden-Württemberg
1625,82.78,338,17.22,1963,271,144,13.81,53.14,"13,8%",121,Niedersachsen
644,87.14,95,12.86,739,184,112,24.9,60.87,"24,9%",37,Thüringen
1192,79.57,306,20.43,1498,470,280,31.38,59.57,"31,4%",78,Sachsen
176,86.27,28,13.73,204,29,18,14.22,62.07,"14,2%",12,Bremen
598,82.71,125,17.29,723,214,102,29.6,47.66,"29,6%",49,Brandenburg
410,87.98,56,12.02,466,97,43,20.82,44.33,"20,8%",17,Saarland
1030,87.44,148,12.56,1178,387,283,32.85,73.13,"32,9%",53,Berlin
736,87.72,103,12.28,839,196,112,23.36,57.14,"23,4%",42,Sachsen-Anhalt
1695,88.14,228,11.86,1923,427,239,22.2,55.97,"22,2%",100,Hessen
5061,87.03,754,12.97,5815,909,517,15.63,56.88,"15,6%",321,Nordrhein-Westfalen
491,85.99,80,14.01,571,90,56,15.76,62.22,"15,8%",24,Hamburg
2944,86.64,454,13.36,3398,766,451,22.54,58.88,"22,5%",208,Bayern
539,82.42,115,17.58,654,101,42,15.44,41.58,"15,4%",34,Mecklenburg-Vorpommern
849,78.03,239,21.97,1088,189,110,17.37,58.2,"17,4%",77,Rheinland-Pfalz

