BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
840,79.32,219,20.68,1059,158,99,14.92,62.66,"14,9%",77,Rheinland-Pfalz
2961,88.73,376,11.27,3337,644,392,19.3,60.87,"19,3%",208,Bayern
1577,84.56,288,15.44,1865,239,163,12.82,68.2,"12,8%",121,Niedersachsen
1707,88.35,225,11.65,1932,377,196,19.51,51.99,"19,5%",98,Hessen
1290,88.42,169,11.58,1459,368,221,25.22,60.05,"25,2%",79,Sachsen
2115,88.09,286,11.91,2401,580,378,24.16,65.17,"24,2%",128,Baden-Württemberg
169,89.89,19,10.11,188,42,32,22.34,76.19,"22,3%",12,Bremen
525,84.95,93,15.05,618,67,41,10.84,61.19,"10,8%",34,Mecklenburg-Vorpommern
380,87.36,55,12.64,435,64,32,14.71,50.0,"14,7%",17,Saarland
585,79.38,152,20.62,737,48,31,6.51,64.58,"6,5%",33,Schleswig-Holstein
994,87.58,141,12.42,1135,238,169,20.97,71.01,21%,53,Berlin
474,86.97,71,13.03,545,82,45,15.05,54.88,"15,1%",24,Hamburg
592,86.3,94,13.7,686,162,100,23.62,61.73,"23,6%",36,Thüringen
702,89.09,86,10.91,788,107,73,13.58,68.22,"13,6%",42,Sachsen-Anhalt
555,73.32,202,26.68,757,99,57,13.08,57.58,"13,1%",50,Brandenburg
5034,89.11,615,10.89,5649,966,624,17.1,64.6,"17,1%",320,Nordrhein-Westfalen

