BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
826,78.74,223,21.26,1049,101,64,9.63,63.37,"9,6%",77,Rheinland-Pfalz
2841,86.48,444,13.52,3285,464,282,14.12,60.78,"14,1%",207,Bayern
1581,84.23,296,15.77,1877,169,110,9.0,65.09,9%,121,Niedersachsen
1272,85.77,211,14.23,1483,271,167,18.27,61.62,"18,3%",79,Sachsen
1650,87.44,237,12.56,1887,283,147,15.0,51.94,15%,97,Hessen
2080,87.69,292,12.31,2372,445,288,18.76,64.72,"18,8%",128,Baden-Württemberg
172,88.66,22,11.34,194,36,20,18.56,55.56,"18,6%",12,Bremen
516,84.45,95,15.55,611,42,20,6.87,47.62,"6,9%",34,Mecklenburg-Vorpommern
383,87.44,55,12.56,438,40,24,9.13,60.0,"9,1%",17,Saarland
578,77.17,171,22.83,749,35,26,4.67,74.29,"4,7%",33,Schleswig-Holstein
969,85.83,160,14.17,1129,178,132,15.77,74.16,"15,8%",53,Berlin
472,86.76,72,13.24,544,58,45,10.66,77.59,"10,7%",24,Hamburg
580,87.48,83,12.52,663,123,72,18.55,58.54,"18,6%",36,Thüringen
673,85.84,111,14.16,784,55,30,7.02,54.55,7%,42,Sachsen-Anhalt
4894,86.63,755,13.37,5649,637,438,11.28,68.76,"11,3%",320,Nordrhein-Westfalen
551,83.48,109,16.52,660,51,28,7.73,54.9,"7,7%",50,Brandenburg

