BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
157,84.41,29,15.59,186,5,1,2.69,20.0,"2,7%",11,Bremen
1590,86.55,247,13.45,1837,53,21,2.89,39.62,"2,9%",97,Hessen
1184,81.1,276,18.9,1460,22,11,1.51,50.0,"1,5%",78,Sachsen
489,81.23,113,18.77,602,4,1,0.66,25.0,"0,7%",47,Brandenburg
535,81.93,118,18.07,653,8,4,1.23,50.0,"1,2%",36,Thüringen
393,87.14,58,12.86,451,19,8,4.21,42.11,"4,2%",16,Saarland
577,79.26,151,20.74,728,13,7,1.79,53.85,"1,8%",32,Schleswig-Holstein
471,83.96,90,16.04,561,5,4,0.89,80.0,"0,9%",33,Mecklenburg-Vorpommern
797,77.91,226,22.09,1023,27,8,2.64,29.63,"2,6%",77,Rheinland-Pfalz
599,82.39,128,17.61,727,5,2,0.69,40.0,"0,7%",41,Sachsen-Anhalt
1408,81.43,321,18.57,1729,28,19,1.62,67.86,"1,6%",119,Niedersachsen
438,82.49,93,17.51,531,33,20,6.21,60.61,"6,2%",23,Hamburg
2664,83.09,542,16.91,3206,68,30,2.12,44.12,"2,1%",206,Bayern
4556,83.89,875,16.11,5431,171,79,3.15,46.2,"3,2%",313,Nordrhein-Westfalen
959,90.05,106,9.95,1065,53,25,4.98,47.17,5%,53,Berlin
2009,85.74,334,14.26,2343,58,31,2.48,53.45,"2,5%",128,Baden-Württemberg

