BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1291,88.0,176,12.0,1467,407,241,27.74,59.21,"27,7%",78,Sachsen
155,86.11,25,13.89,180,44,31,24.44,70.45,"24,4%",12,Bremen
523,85.46,89,14.54,612,86,55,14.05,63.95,"14,1%",34,Mecklenburg-Vorpommern
375,85.62,63,14.38,438,72,32,16.44,44.44,"16,4%",17,Saarland
432,84.71,78,15.29,510,109,70,21.37,64.22,"21,4%",24,Hamburg
2132,87.74,298,12.26,2430,595,351,24.49,58.99,"24,5%",128,Baden-Württemberg
562,82.28,121,17.72,683,143,74,20.94,51.75,"20,9%",50,Brandenburg
710,89.31,85,10.69,795,145,94,18.24,64.83,"18,2%",42,Sachsen-Anhalt
572,76.57,175,23.43,747,43,27,5.76,62.79,"5,8%",33,Schleswig-Holstein
1589,83.99,303,16.01,1892,303,184,16.01,60.73,16%,121,Niedersachsen
5056,88.19,677,11.81,5733,1122,650,19.57,57.93,"19,6%",320,Nordrhein-Westfalen
829,77.99,234,22.01,1063,197,99,18.53,50.25,"18,5%",77,Rheinland-Pfalz
632,89.27,76,10.73,708,214,106,30.23,49.53,"30,2%",36,Thüringen
2902,86.5,453,13.5,3355,784,427,23.37,54.46,"23,4%",208,Bayern
1007,88.41,132,11.59,1139,313,195,27.48,62.3,"27,5%",53,Berlin
1726,88.24,230,11.76,1956,465,232,23.77,49.89,"23,8%",99,Hessen

