BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4598,84.54,841,15.46,5439,72,37,1.32,51.39,"1,3%",314,Nordrhein-Westfalen
2052,87.47,294,12.53,2346,52,30,2.22,57.69,"2,2%",128,Baden-Württemberg
794,78.54,217,21.46,1011,19,6,1.88,31.58,"1,9%",77,Rheinland-Pfalz
158,85.41,27,14.59,185,1,0,0.54,0.0,"0,5%",11,Bremen
544,82.05,119,17.95,663,11,9,1.66,81.82,"1,7%",36,Thüringen
432,79.41,112,20.59,544,0,0,0.0,0.0,0%,31,Mecklenburg-Vorpommern
913,85.41,156,14.59,1069,34,21,3.18,61.76,"3,2%",53,Berlin
445,83.18,90,16.82,535,16,11,2.99,68.75,3%,23,Hamburg
396,89.59,46,10.41,442,9,5,2.04,55.56,2%,17,Saarland
609,82.52,129,17.48,738,0,0,0.0,0.0,0%,41,Sachsen-Anhalt
1432,83.35,286,16.65,1718,18,7,1.05,38.89,"1,1%",119,Niedersachsen
1602,86.78,244,13.22,1846,38,13,2.06,34.21,"2,1%",97,Hessen
557,77.15,165,22.85,722,7,4,0.97,57.14,1%,32,Schleswig-Holstein
516,82.03,113,17.97,629,7,1,1.11,14.29,"1,1%",48,Brandenburg
2771,86.4,436,13.6,3207,49,28,1.53,57.14,"1,5%",207,Bayern
1224,83.21,247,16.79,1471,17,10,1.16,58.82,"1,2%",77,Sachsen

