BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1202,81.99,264,18.01,1466,20,10,1.36,50.0,"1,4%",78,Sachsen
1597,87.22,234,12.78,1831,62,20,3.39,32.26,"3,4%",97,Hessen
496,81.71,111,18.29,607,3,1,0.49,33.33,"0,5%",47,Brandenburg
157,85.79,26,14.21,183,4,1,2.19,25.0,"2,2%",11,Bremen
628,84.41,116,15.59,744,6,3,0.81,50.0,"0,8%",42,Sachsen-Anhalt
546,83.23,110,16.77,656,8,3,1.22,37.5,"1,2%",36,Thüringen
766,75.25,252,24.75,1018,26,8,2.55,30.77,"2,6%",77,Rheinland-Pfalz
455,85.21,79,14.79,534,34,22,6.37,64.71,"6,4%",23,Hamburg
1990,85.04,350,14.96,2340,65,34,2.78,52.31,"2,8%",127,Baden-Württemberg
402,88.94,50,11.06,452,17,9,3.76,52.94,"3,8%",16,Saarland
588,81.1,137,18.9,725,14,5,1.93,35.71,"1,9%",32,Schleswig-Holstein
2677,83.58,526,16.42,3203,71,31,2.22,43.66,"2,2%",206,Bayern
474,84.79,85,15.21,559,8,4,1.43,50.0,"1,4%",33,Mecklenburg-Vorpommern
4606,84.84,823,15.16,5429,192,92,3.54,47.92,"3,5%",313,Nordrhein-Westfalen
962,90.16,105,9.84,1067,58,25,5.44,43.1,"5,4%",53,Berlin
1411,81.42,322,18.58,1733,32,22,1.85,68.75,"1,9%",119,Niedersachsen

