BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
527,86.82,80,13.18,607,89,51,14.66,57.3,"14,7%",34,Mecklenburg-Vorpommern
1732,88.73,220,11.27,1952,455,230,23.31,50.55,"23,3%",99,Hessen
843,78.71,228,21.29,1071,191,96,17.83,50.26,"17,8%",77,Rheinland-Pfalz
997,88.0,136,12.0,1133,313,199,27.63,63.58,"27,6%",53,Berlin
580,77.75,166,22.25,746,42,30,5.63,71.43,"5,6%",33,Schleswig-Holstein
162,89.5,19,10.5,181,46,30,25.41,65.22,"25,4%",12,Bremen
460,86.63,71,13.37,531,113,74,21.28,65.49,"21,3%",24,Hamburg
1605,84.03,305,15.97,1910,301,188,15.76,62.46,"15,8%",121,Niedersachsen
708,88.28,94,11.72,802,142,92,17.71,64.79,"17,7%",42,Sachsen-Anhalt
2968,88.25,395,11.75,3363,786,425,23.37,54.07,"23,4%",208,Bayern
1296,88.28,172,11.72,1468,402,241,27.38,59.95,"27,4%",78,Sachsen
383,87.24,56,12.76,439,71,33,16.17,46.48,"16,2%",17,Saarland
647,90.87,65,9.13,712,212,109,29.78,51.42,"29,8%",36,Thüringen
2174,89.06,267,10.94,2441,575,348,23.56,60.52,"23,6%",128,Baden-Württemberg
576,83.84,111,16.16,687,143,75,20.82,52.45,"20,8%",50,Brandenburg
5123,89.48,602,10.52,5725,1119,647,19.55,57.82,"19,6%",320,Nordrhein-Westfalen

