BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
389,86.83,59,13.17,448,69,26,15.4,37.68,"13,2%",19,Saarland
480,84.21,90,15.79,570,93,54,16.32,58.06,"15,8%",24,Hamburg
1295,85.7,216,14.3,1511,541,288,35.8,53.23,"14,3%",79,Sachsen
2908,85.28,502,14.72,3410,781,457,22.9,58.51,"14,7%",209,Bayern
2101,83.51,415,16.49,2516,553,314,21.98,56.78,"16,5%",130,Baden-Württemberg
490,77.04,146,22.96,636,36,16,5.66,44.44,23%,34,Mecklenburg-Vorpommern
828,76.1,260,23.9,1088,186,107,17.1,57.53,"23,9%",78,Rheinland-Pfalz
575,71.43,230,28.57,805,29,16,3.6,55.17,"28,6%",33,Schleswig-Holstein
1671,87.53,238,12.47,1909,403,237,21.11,58.81,"12,5%",100,Hessen
694,80.98,163,19.02,857,95,54,11.09,56.84,19%,43,Sachsen-Anhalt
173,83.98,33,16.02,206,39,26,18.93,66.67,16%,12,Bremen
534,74.89,179,25.11,713,133,66,18.65,49.62,"25,1%",49,Brandenburg
1008,87.2,148,12.8,1156,368,232,31.83,63.04,"12,8%",53,Berlin
585,79.48,151,20.52,736,113,56,15.35,49.56,"20,5%",37,Thüringen
1591,77.16,471,22.84,2062,181,94,8.78,51.93,"22,8%",123,Niedersachsen
4976,85.5,844,14.5,5820,1053,633,18.09,60.11,"14,5%",322,Nordrhein-Westfalen

