BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1177,81.91,260,18.09,1437,17,9,1.18,52.94,"1,2%",77,Sachsen
1583,86.83,240,13.17,1823,59,23,3.24,38.98,"3,2%",97,Hessen
483,80.23,119,19.77,602,3,2,0.5,66.67,"0,5%",47,Brandenburg
147,88.02,20,11.98,167,5,1,2.99,20.0,3%,11,Bremen
594,80.82,141,19.18,735,6,3,0.82,50.0,"0,8%",42,Sachsen-Anhalt
539,82.42,115,17.58,654,6,2,0.92,33.33,"0,9%",36,Thüringen
767,76.09,241,23.91,1008,29,8,2.88,27.59,"2,9%",77,Rheinland-Pfalz
450,83.64,88,16.36,538,39,21,7.25,53.85,"7,3%",24,Hamburg
1962,85.12,343,14.88,2305,75,37,3.25,49.33,"3,3%",127,Baden-Württemberg
350,76.92,105,23.08,455,18,10,3.96,55.56,4%,16,Saarland
563,78.41,155,21.59,718,17,6,2.37,35.29,"2,4%",32,Schleswig-Holstein
2663,84.27,497,15.73,3160,88,35,2.78,39.77,"2,8%",206,Bayern
475,85.28,82,14.72,557,8,5,1.44,62.5,"1,4%",33,Mecklenburg-Vorpommern
4509,84.34,837,15.66,5346,217,99,4.06,45.62,"4,1%",313,Nordrhein-Westfalen
908,86.81,138,13.19,1046,56,29,5.35,51.79,"5,4%",53,Berlin
1355,80.18,335,19.82,1690,36,22,2.13,61.11,"2,1%",119,Niedersachsen

