BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
690,86.79,105,13.21,795,139,85,17.48,61.15,"17,5%",42,Sachsen-Anhalt
1009,89.29,121,10.71,1130,307,207,27.17,67.43,"27,2%",53,Berlin
522,85.02,92,14.98,614,86,50,14.01,58.14,14%,34,Mecklenburg-Vorpommern
2978,88.82,375,11.18,3353,785,446,23.41,56.82,"23,4%",208,Bayern
585,78.21,163,21.79,748,49,29,6.55,59.18,"6,6%",33,Schleswig-Holstein
172,93.48,12,6.52,184,43,29,23.37,67.44,"23,4%",12,Bremen
1313,89.08,161,10.92,1474,397,248,26.93,62.47,"26,9%",79,Sachsen
1642,87.62,232,12.38,1874,293,189,15.64,64.51,"15,6%",121,Niedersachsen
1745,89.26,210,10.74,1955,453,224,23.17,49.45,"23,2%",99,Hessen
848,79.7,216,20.3,1064,177,93,16.64,52.54,"16,6%",77,Rheinland-Pfalz
2155,88.36,284,11.64,2439,607,372,24.89,61.29,"24,9%",128,Baden-Württemberg
581,83.72,113,16.28,694,142,76,20.46,53.52,"20,5%",50,Brandenburg
378,86.5,59,13.5,437,68,29,15.56,42.65,"15,6%",17,Saarland
623,88.75,79,11.25,702,179,109,25.5,60.89,"25,5%",36,Thüringen
473,87.92,65,12.08,538,112,72,20.82,64.29,"20,8%",24,Hamburg
5112,89.23,617,10.77,5729,1157,665,20.2,57.48,"20,2%",320,Nordrhein-Westfalen

