BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
929,84.92,165,15.08,1094,81,67,7.4,82.72,"7,4%",53,Berlin
397,89.62,46,10.38,443,12,9,2.71,75.0,"2,7%",17,Saarland
675,84.06,128,15.94,803,17,11,2.12,64.71,"2,1%",42,Sachsen-Anhalt
1632,86.3,259,13.7,1891,118,68,6.24,57.63,"6,2%",97,Hessen
590,79.84,149,20.16,739,21,16,2.84,76.19,"2,8%",32,Schleswig-Holstein
517,84.75,93,15.25,610,13,12,2.13,92.31,"2,1%",34,Mecklenburg-Vorpommern
4743,84.73,855,15.27,5598,230,170,4.11,73.91,"4,1%",319,Nordrhein-Westfalen
555,83.71,108,16.29,663,38,23,5.73,60.53,"5,7%",36,Thüringen
1584,83.81,306,16.19,1890,58,38,3.07,65.52,"3,1%",120,Niedersachsen
1245,84.18,234,15.82,1479,100,77,6.76,77.0,"6,8%",79,Sachsen
177,93.16,13,6.84,190,5,2,2.63,40.0,"2,6%",12,Bremen
451,83.67,88,16.33,539,29,24,5.38,82.76,"5,4%",23,Hamburg
819,77.05,244,22.95,1063,37,25,3.48,67.57,"3,5%",77,Rheinland-Pfalz
2803,86.01,456,13.99,3259,201,129,6.17,64.18,"6,2%",208,Bayern
530,83.6,104,16.4,634,19,15,3.0,78.95,3%,49,Brandenburg
2070,87.16,305,12.84,2375,145,93,6.11,64.14,"6,1%",128,Baden-Württemberg

