BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
685,82.93,141,17.07,826,78,48,9.44,61.54,"9,4%",42,Sachsen-Anhalt
1638,84.69,296,15.31,1934,262,137,13.55,52.29,"13,6%",99,Hessen
491,86.75,75,13.25,566,85,49,15.02,57.65,15%,24,Hamburg
537,76.17,168,23.83,705,101,66,14.33,65.35,"14,3%",50,Brandenburg
164,90.61,17,9.39,181,28,21,15.47,75.0,"15,5%",12,Bremen
613,86.83,93,13.17,706,134,81,18.98,60.45,19%,37,Thüringen
1584,80.82,376,19.18,1960,195,119,9.95,61.03,10%,121,Niedersachsen
2012,83.28,404,16.72,2416,254,134,10.51,52.76,"10,5%",129,Baden-Württemberg
790,73.63,283,26.37,1073,100,56,9.32,56.0,"9,3%",77,Rheinland-Pfalz
2812,83.87,541,16.13,3353,462,260,13.78,56.28,"13,8%",208,Bayern
579,77.51,168,22.49,747,77,54,10.31,70.13,"10,3%",33,Schleswig-Holstein
4856,85.09,851,14.91,5707,583,336,10.22,57.63,"10,2%",321,Nordrhein-Westfalen
971,85.48,165,14.52,1136,201,149,17.69,74.13,"17,7%",53,Berlin
370,82.96,76,17.04,446,46,26,10.31,56.52,"10,3%",17,Saarland
1057,71.56,420,28.44,1477,183,100,12.39,54.64,"12,4%",78,Sachsen
462,75.86,147,24.14,609,43,23,7.06,53.49,"7,1%",32,Mecklenburg-Vorpommern

