BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
517,89.45,61,10.55,578,88,53,15.22,60.23,"15,2%",24,Hamburg
1723,87.77,240,12.23,1963,283,151,14.42,53.36,"14,4%",99,Hessen
606,80.16,150,19.84,756,73,51,9.66,69.86,"9,7%",33,Schleswig-Holstein
602,84.31,112,15.69,714,111,67,15.55,60.36,"15,6%",50,Brandenburg
718,85.99,117,14.01,835,95,60,11.38,63.16,"11,4%",42,Sachsen-Anhalt
1006,87.78,140,12.22,1146,222,161,19.37,72.52,"19,4%",53,Berlin
513,81.04,120,18.96,633,49,23,7.74,46.94,"7,7%",34,Mecklenburg-Vorpommern
822,75.55,266,24.45,1088,107,68,9.83,63.55,"9,8%",77,Rheinland-Pfalz
4980,86.32,789,13.68,5769,591,344,10.24,58.21,"10,2%",320,Nordrhein-Westfalen
1134,76.01,358,23.99,1492,212,113,14.21,53.3,"14,2%",78,Sachsen
187,93.97,12,6.03,199,30,22,15.08,73.33,"15,1%",12,Bremen
1689,85.0,298,15.0,1987,200,117,10.07,58.5,"10,1%",121,Niedersachsen
626,88.54,81,11.46,707,131,69,18.53,52.67,"18,5%",37,Thüringen
382,84.33,71,15.67,453,49,32,10.82,65.31,"10,8%",17,Saarland
2139,87.63,302,12.37,2441,241,137,9.87,56.85,"9,9%",129,Baden-Württemberg
2926,86.8,445,13.2,3371,474,277,14.06,58.44,"14,1%",208,Bayern

