BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2724,84.18,512,15.82,3236,152,98,4.7,64.47,"4,7%",208,Bayern
4799,86.08,776,13.92,5575,186,135,3.34,72.58,"3,3%",318,Nordrhein-Westfalen
1977,83.7,385,16.3,2362,108,73,4.57,67.59,"4,6%",128,Baden-Württemberg
513,83.28,103,16.72,616,9,7,1.46,77.78,"1,5%",48,Brandenburg
1599,85.51,271,14.49,1870,107,64,5.72,59.81,"5,7%",97,Hessen
169,89.42,20,10.58,189,4,3,2.12,75.0,"2,1%",12,Bremen
533,80.64,128,19.36,661,27,20,4.08,74.07,"4,1%",36,Thüringen
655,83.44,130,16.56,785,12,10,1.53,83.33,"1,5%",42,Sachsen-Anhalt
504,84.71,91,15.29,595,10,3,1.68,30.0,"1,7%",33,Mecklenburg-Vorpommern
1189,80.66,285,19.34,1474,77,58,5.22,75.32,"5,2%",79,Sachsen
1536,80.97,361,19.03,1897,42,29,2.21,69.05,"2,2%",120,Niedersachsen
780,73.93,275,26.07,1055,26,17,2.46,65.38,"2,5%",77,Rheinland-Pfalz
577,78.61,157,21.39,734,18,15,2.45,83.33,"2,5%",32,Schleswig-Holstein
901,82.28,194,17.72,1095,66,54,6.03,81.82,6%,53,Berlin
373,82.34,80,17.66,453,10,7,2.21,70.0,"2,2%",17,Saarland
450,86.54,70,13.46,520,27,18,5.19,66.67,"5,2%",23,Hamburg

