BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
583,78.89,156,21.11,739,79,42,10.69,53.16,"10,7%",33,Schleswig-Holstein
2071,85.3,357,14.7,2428,457,286,18.82,62.58,"18,8%",129,Baden-Württemberg
1633,83.36,326,16.64,1959,278,142,14.19,51.08,"14,2%",121,Niedersachsen
640,85.79,106,14.21,746,179,104,23.99,58.1,24%,37,Thüringen
1137,76.41,351,23.59,1488,413,239,27.76,57.87,"27,8%",78,Sachsen
170,85.86,28,14.14,198,31,19,15.66,61.29,"15,7%",12,Bremen
566,79.94,142,20.06,708,198,94,27.97,47.47,28%,49,Brandenburg
384,83.3,77,16.7,461,87,38,18.87,43.68,"18,9%",17,Saarland
1025,86.72,157,13.28,1182,376,272,31.81,72.34,"31,8%",53,Berlin
729,87.52,104,12.48,833,184,108,22.09,58.7,"22,1%",42,Sachsen-Anhalt
1702,87.19,250,12.81,1952,415,216,21.26,52.05,"21,3%",100,Hessen
4922,84.94,873,15.06,5795,824,472,14.22,57.28,"14,2%",321,Nordrhein-Westfalen
470,83.93,90,16.07,560,98,60,17.5,61.22,"17,5%",24,Hamburg
2853,84.43,526,15.57,3379,712,411,21.07,57.72,"21,1%",208,Bayern
526,80.8,125,19.2,651,81,36,12.44,44.44,"12,4%",34,Mecklenburg-Vorpommern
829,76.26,258,23.74,1087,188,85,17.3,45.21,"17,3%",77,Rheinland-Pfalz

