BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
3092,91.1,302,8.9,3394,784,448,23.1,57.14,"23,1%",208,Bayern
1020,89.63,118,10.37,1138,315,198,27.68,62.86,"27,7%",53,Berlin
5209,90.06,575,9.94,5784,1158,646,20.02,55.79,20%,320,Nordrhein-Westfalen
726,90.19,79,9.81,805,141,102,17.52,72.34,"17,5%",42,Sachsen-Anhalt
2210,89.8,251,10.2,2461,618,355,25.11,57.44,"25,1%",128,Baden-Württemberg
1667,87.37,241,12.63,1908,289,188,15.15,65.05,"15,2%",121,Niedersachsen
182,91.0,18,9.0,200,44,30,22.0,68.18,22%,12,Bremen
1315,89.15,160,10.85,1475,393,232,26.64,59.03,"26,6%",78,Sachsen
475,88.13,64,11.87,539,110,70,20.41,63.64,"20,4%",24,Hamburg
392,88.69,50,11.31,442,73,31,16.52,42.47,"16,5%",17,Saarland
624,88.01,85,11.99,709,205,99,28.91,48.29,"28,9%",36,Thüringen
527,85.55,89,14.45,616,91,52,14.77,57.14,"14,8%",34,Mecklenburg-Vorpommern
1739,89.96,194,10.04,1933,456,230,23.59,50.44,"23,6%",98,Hessen
603,79.87,152,20.13,755,44,32,5.83,72.73,"5,8%",33,Schleswig-Holstein
581,84.33,108,15.67,689,138,74,20.03,53.62,20%,50,Brandenburg
856,79.55,220,20.45,1076,183,95,17.01,51.91,17%,77,Rheinland-Pfalz

