BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
633,90.69,65,9.31,698,223,133,31.95,59.64,32%,36,Thüringen
1689,87.29,246,12.71,1935,302,176,15.61,58.28,"15,6%",121,Niedersachsen
406,91.03,40,8.97,446,64,23,14.35,35.94,"14,4%",17,Saarland
864,80.6,208,19.4,1072,171,83,15.95,48.54,16%,77,Rheinland-Pfalz
2162,89.56,252,10.44,2414,487,284,20.17,58.32,"20,2%",128,Baden-Württemberg
731,89.04,90,10.96,821,142,66,17.3,46.48,"17,3%",42,Sachsen-Anhalt
1025,89.75,117,10.25,1142,311,208,27.23,66.88,"27,2%",53,Berlin
1314,88.07,178,11.93,1492,372,211,24.93,56.72,"24,9%",78,Sachsen
5101,88.76,646,11.24,5747,970,588,16.88,60.62,"16,9%",320,Nordrhein-Westfalen
519,82.91,107,17.09,626,72,46,11.5,63.89,"11,5%",34,Mecklenburg-Vorpommern
494,87.13,73,12.87,567,103,66,18.17,64.08,"18,2%",24,Hamburg
1728,90.38,184,9.62,1912,430,207,22.49,48.14,"22,5%",98,Hessen
582,77.7,167,22.3,749,39,24,5.21,61.54,"5,2%",33,Schleswig-Holstein
173,90.58,18,9.42,191,49,32,25.65,65.31,"25,7%",12,Bremen
597,84.08,113,15.92,710,153,78,21.55,50.98,"21,6%",50,Brandenburg
2991,89.07,367,10.93,3358,782,447,23.29,57.16,"23,3%",208,Bayern

