BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
557,82.27,120,17.73,677,110,62,16.25,56.36,"16,3%",50,Brandenburg
2939,88.36,387,11.64,3326,702,425,21.11,60.54,"21,1%",208,Bayern
598,85.8,99,14.2,697,169,104,24.25,61.54,"24,3%",36,Thüringen
692,87.15,102,12.85,794,127,77,15.99,60.63,16%,42,Sachsen-Anhalt
383,87.44,55,12.56,438,69,35,15.75,50.72,"15,8%",17,Saarland
860,80.9,203,19.1,1063,170,100,15.99,58.82,16%,77,Rheinland-Pfalz
5052,89.5,593,10.5,5645,1038,655,18.39,63.1,"18,4%",320,Nordrhein-Westfalen
162,91.53,15,8.47,177,44,29,24.86,65.91,"24,9%",12,Bremen
452,85.61,76,14.39,528,78,56,14.77,71.79,"14,8%",24,Hamburg
2147,88.32,284,11.68,2431,620,392,25.5,63.23,"25,5%",128,Baden-Württemberg
1723,88.59,222,11.41,1945,426,207,21.9,48.59,"21,9%",99,Hessen
1283,87.22,188,12.78,1471,373,221,25.36,59.25,"25,4%",79,Sachsen
1545,83.11,314,16.89,1859,261,174,14.04,66.67,14%,121,Niedersachsen
514,83.17,104,16.83,618,80,34,12.94,42.5,"12,9%",34,Mecklenburg-Vorpommern
583,78.78,157,21.22,740,47,26,6.35,55.32,"6,4%",33,Schleswig-Holstein
993,88.11,134,11.89,1127,285,198,25.29,69.47,"25,3%",53,Berlin

