BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
4518,83.79,874,16.21,5392,77,35,1.43,45.45,"1,4%",314,Nordrhein-Westfalen
1990,85.63,334,14.37,2324,50,30,2.15,60.0,"2,2%",128,Baden-Württemberg
777,77.39,227,22.61,1004,17,6,1.69,35.29,"1,7%",77,Rheinland-Pfalz
558,84.16,105,15.84,663,11,10,1.66,90.91,"1,7%",36,Thüringen
142,85.03,25,14.97,167,1,0,0.6,0.0,"0,6%",11,Bremen
437,80.18,108,19.82,545,0,0,0.0,0.0,0%,31,Mecklenburg-Vorpommern
899,84.81,161,15.19,1060,33,20,3.11,60.61,"3,1%",53,Berlin
434,82.2,94,17.8,528,17,11,3.22,64.71,"3,2%",23,Hamburg
388,87.39,56,12.61,444,8,5,1.8,62.5,"1,8%",17,Saarland
604,81.95,133,18.05,737,0,0,0.0,0.0,0%,41,Sachsen-Anhalt
1387,81.59,313,18.41,1700,18,6,1.06,33.33,"1,1%",119,Niedersachsen
1567,85.49,266,14.51,1833,39,13,2.13,33.33,"2,1%",97,Hessen
546,76.04,172,23.96,718,6,4,0.84,66.67,"0,8%",32,Schleswig-Holstein
499,80.35,122,19.65,621,5,1,0.81,20.0,"0,8%",48,Brandenburg
2744,86.34,434,13.66,3178,51,30,1.6,58.82,"1,6%",207,Bayern
1185,81.0,278,19.0,1463,20,9,1.37,45.0,"1,4%",77,Sachsen

