BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
508,87.74,71,12.26,579,102,59,17.62,57.84,"17,6%",24,Hamburg
619,89.58,72,10.42,691,204,128,29.52,62.75,"29,5%",36,Thüringen
573,76.3,178,23.7,751,48,28,6.39,58.33,"6,4%",33,Schleswig-Holstein
1277,86.58,198,13.42,1475,350,212,23.73,60.57,"23,7%",78,Sachsen
2163,88.72,275,11.28,2438,468,245,19.2,52.35,"19,2%",128,Baden-Württemberg
705,87.14,104,12.86,809,119,55,14.71,46.22,"14,7%",42,Sachsen-Anhalt
2948,87.95,404,12.05,3352,744,419,22.2,56.32,"22,2%",208,Bayern
1031,91.56,95,8.44,1126,277,191,24.6,68.95,"24,6%",53,Berlin
513,82.88,106,17.12,619,83,50,13.41,60.24,"13,4%",34,Mecklenburg-Vorpommern
177,93.65,12,6.35,189,45,31,23.81,68.89,"23,8%",12,Bremen
1667,85.93,273,14.07,1940,287,155,14.79,54.01,"14,8%",121,Niedersachsen
857,79.94,215,20.06,1072,161,82,15.02,50.93,15%,77,Rheinland-Pfalz
390,87.64,55,12.36,445,63,30,14.16,47.62,"14,2%",17,Saarland
5061,88.36,667,11.64,5728,917,519,16.01,56.6,16%,320,Nordrhein-Westfalen
1718,88.06,233,11.94,1951,412,194,21.12,47.09,"21,1%",99,Hessen
564,80.69,135,19.31,699,136,71,19.46,52.21,"19,5%",50,Brandenburg

