BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2383,70.92,977,29.08,3360,30,19,0.89,63.33,"29,1%",178,Baden-Württemberg
3129,72.38,1194,27.62,4323,30,17,0.69,56.67,"27,6%",249,Bayern
1088,85.47,185,14.53,1273,15,8,1.18,53.33,"14,5%",64,Berlin
654,70.32,276,29.68,930,2,1,0.22,50,"29,7%",57,Brandenburg
177,75,59,25,236,3,2,1.27,66.67,25%,14,Bremen
605,69.14,270,30.86,875,11,8,1.26,72.73,"30,9%",34,Hamburg
1768,76.44,545,23.56,2313,14,7,0.61,50,"23,6%",116,Hessen
625,75.85,199,24.15,824,1,0,0.12,0,"24,2%",39,Mecklenburg-Vorpommern
1819,68.9,821,31.1,2640,20,9,0.76,45,"31,1%",151,Niedersachsen
5111,72.28,1960,27.72,7071,83,57,1.17,68.67,"27,7%",401,Nordrhein-Westfalen
938,64.11,525,35.89,1463,11,5,0.75,45.45,"35,9%",94,Rheinland-Pfalz
382,67.73,182,32.27,564,3,3,0.53,100,"32,3%",23,Saarland
1342,74.72,454,25.28,1796,5,3,0.28,60,"25,3%",95,Sachsen
691,66.25,352,33.75,1043,2,2,0.19,100,"33,8%",54,Sachsen-Anhalt
628,59.92,420,40.08,1048,3,2,0.29,66.67,"40,1%",39,Schleswig-Holstein
646,71.3,260,28.7,906,4,1,0.44,25,"28,7%",44,Thüringen
