BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
5062,86.78,771,13.22,5833,801,451,13.73,56.3,"13,7%",321,Nordrhein-Westfalen
2111,86.87,319,13.13,2430,434,255,17.86,58.76,"17,9%",129,Baden-Württemberg
1159,77.42,338,22.58,1497,378,216,25.25,57.14,"25,3%",78,Sachsen
488,85.31,84,14.69,572,83,54,14.51,65.06,"14,5%",24,Hamburg
2967,87.44,426,12.56,3393,696,386,20.51,55.46,"20,5%",208,Bayern
1686,86.33,267,13.67,1953,276,140,14.13,50.72,"14,1%",121,Niedersachsen
396,85.71,66,14.29,462,83,35,17.97,42.17,18%,17,Saarland
1714,88.72,218,11.28,1932,398,198,20.6,49.75,"20,6%",99,Hessen
730,87.74,102,12.26,832,176,104,21.15,59.09,"21,2%",42,Sachsen-Anhalt
650,87.6,92,12.4,742,173,100,23.32,57.8,"23,3%",37,Thüringen
587,79.65,150,20.35,737,87,52,11.8,59.77,"11,8%",33,Schleswig-Holstein
536,83.23,108,16.77,644,79,31,12.27,39.24,"12,3%",34,Mecklenburg-Vorpommern
844,77.93,239,22.07,1083,184,89,16.99,48.37,17%,77,Rheinland-Pfalz
1063,89.86,120,10.14,1183,363,259,30.68,71.35,"30,7%",53,Berlin
168,87.5,24,12.5,192,32,24,16.67,75.0,"16,7%",12,Bremen
583,82.0,128,18.0,711,183,84,25.74,45.9,"25,7%",49,Brandenburg

