BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
5092,87.21,747,12.79,5839,797,435,13.65,54.58,"13,7%",321,Nordrhein-Westfalen
2116,86.51,330,13.49,2446,395,220,16.15,55.7,"16,2%",129,Baden-Württemberg
1124,75.95,356,24.05,1480,337,183,22.77,54.3,"22,8%",78,Sachsen
497,86.59,77,13.41,574,84,51,14.63,60.71,"14,6%",24,Hamburg
2938,86.85,445,13.15,3383,651,361,19.24,55.45,"19,2%",208,Bayern
1667,83.85,321,16.15,1988,262,149,13.18,56.87,"13,2%",121,Niedersachsen
395,86.24,63,13.76,458,89,44,19.43,49.44,"19,4%",17,Saarland
1730,88.0,236,12.0,1966,400,198,20.35,49.5,"20,4%",100,Hessen
741,90.37,79,9.63,820,166,105,20.24,63.25,"20,2%",42,Sachsen-Anhalt
630,85.25,109,14.75,739,167,86,22.6,51.5,"22,6%",37,Thüringen
581,78.51,159,21.49,740,93,61,12.57,65.59,"12,6%",33,Schleswig-Holstein
539,83.44,107,16.56,646,78,34,12.07,43.59,"12,1%",34,Mecklenburg-Vorpommern
854,79.22,224,20.78,1078,173,88,16.05,50.87,"16,1%",77,Rheinland-Pfalz
1030,88.26,137,11.74,1167,332,237,28.45,71.39,"28,5%",53,Berlin
175,90.67,18,9.33,193,42,25,21.76,59.52,"21,8%",12,Bremen
570,79.94,143,20.06,713,177,79,24.82,44.63,"24,8%",49,Brandenburg

