BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1705,83.09,347,16.91,2052,322,194,15.69,60.25,"16,9%",118,Hessen
3086,76.77,934,23.23,4020,564,312,14.03,55.32,"23,2%",263,Bayern
546,76.9,164,23.1,710,86,54,12.11,62.79,"23,1%",34,Hamburg
890,70.02,381,29.98,1271,151,84,11.88,55.63,30%,94,Rheinland-Pfalz
626,67.68,299,32.32,925,96,26,10.38,27.08,"32,3%",45,Thüringen
519,72.38,198,27.62,717,25,18,3.49,72,"27,6%",41,Mecklenburg-Vorpommern
578,73.54,208,26.46,786,82,45,10.43,54.88,"26,5%",57,Brandenburg
728,73.17,267,26.83,995,54,25,5.43,46.3,"26,8%",56,Sachsen-Anhalt
5246,79.29,1370,20.71,6616,971,575,14.68,59.22,"20,7%",403,Nordrhein-Westfalen
1220,74.16,425,25.84,1645,308,191,18.72,62.01,"25,8%",95,Sachsen
2309,76.99,690,23.01,2999,410,237,13.67,57.8,23%,182,Baden-Württemberg
173,76.55,53,23.45,226,42,29,18.58,69.05,"23,5%",14,Bremen
1077,84.8,193,15.2,1270,310,203,24.41,65.48,"15,2%",64,Berlin
377,75.86,120,24.14,497,67,17,13.48,25.37,"24,1%",24,Saarland
1631,69.2,726,30.8,2357,196,107,8.32,54.59,"30,8%",152,Niedersachsen
552,65.02,297,34.98,849,22,13,2.59,59.09,35%,39,Schleswig-Holstein
