BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2278,72.76,853,27.24,3131,132,69,4.22,52.27,"27,2%",181,Baden-Württemberg
3111,73.98,1094,26.02,4205,110,54,2.62,49.09,26%,260,Bayern
1055,85.91,173,14.09,1228,121,60,9.85,49.59,"14,1%",65,Berlin
611,69.35,270,30.65,881,31,10,3.52,32.26,"30,7%",57,Brandenburg
178,77.73,51,22.27,229,20,9,8.73,45,"22,3%",14,Bremen
584,71.05,238,28.95,822,28,8,3.41,28.57,29%,34,Hamburg
1748,80.7,418,19.3,2166,116,44,5.36,37.93,"19,3%",116,Hessen
564,75.4,184,24.6,748,11,5,1.47,45.45,"24,6%",39,Mecklenburg-Vorpommern
1730,68.51,795,31.49,2525,77,37,3.05,48.05,"31,5%",151,Niedersachsen
5130,75.36,1677,24.64,6807,321,157,4.72,48.91,"24,6%",400,Nordrhein-Westfalen
886,62.7,527,37.3,1413,49,20,3.47,40.82,"37,3%",95,Rheinland-Pfalz
358,67.67,171,32.33,529,28,9,5.29,32.14,"32,3%",24,Saarland
1239,71.17,502,28.83,1741,107,32,6.15,29.91,"28,8%",95,Sachsen
731,72.23,281,27.77,1012,19,6,1.88,31.58,"27,8%",56,Sachsen-Anhalt
589,57.92,428,42.08,1017,10,4,0.98,40,"42,1%",39,Schleswig-Holstein
615,68.64,281,31.36,896,23,5,2.57,21.74,"31,4%",44,Thüringen
