BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2318,72.39,884,27.61,3202,81,40,2.53,49.38,"27,6%",181,Baden-Württemberg
3060,72.65,1152,27.35,4212,85,43,2.02,50.59,"27,4%",257,Bayern
1025,82.93,211,17.07,1236,73,29,5.91,39.73,"17,1%",65,Berlin
587,70.38,247,29.62,834,12,3,1.44,25,"29,6%",56,Brandenburg
159,77.56,46,22.44,205,11,3,5.37,27.27,"22,4%",13,Bremen
578,69.55,253,30.45,831,20,14,2.41,70,"30,5%",34,Hamburg
1694,74.76,572,25.24,2266,60,33,2.65,55,"25,2%",116,Hessen
572,72.77,214,27.23,786,6,2,0.76,33.33,"27,2%",39,Mecklenburg-Vorpommern
1732,66.74,863,33.26,2595,43,22,1.66,51.16,"33,3%",151,Niedersachsen
5101,71.6,2023,28.4,7124,212,97,2.98,45.75,"28,4%",404,Nordrhein-Westfalen
876,61.17,556,38.83,1432,28,14,1.96,50,"38,8%",95,Rheinland-Pfalz
374,66.19,191,33.81,565,18,6,3.19,33.33,"33,8%",23,Saarland
1181,66.35,599,33.65,1780,48,27,2.7,56.25,"33,7%",95,Sachsen
747,70.41,314,29.59,1061,11,5,1.04,45.45,"29,6%",56,Sachsen-Anhalt
585,56.69,447,43.31,1032,7,4,0.68,57.14,"43,3%",39,Schleswig-Holstein
637,70.31,269,29.69,906,16,3,1.77,18.75,"29,7%",44,Thüringen
