BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2296,75.4,749,24.6,3045,297,155,9.75,52.19,"24,6%",181,Baden-Württemberg
3062,76.15,959,23.85,4021,337,170,8.38,50.45,"23,9%",258,Bayern
1073,86.6,166,13.4,1239,240,156,19.37,65,"13,4%",65,Berlin
616,75.21,203,24.79,819,65,34,7.94,52.31,"24,8%",56,Brandenburg
193,80.42,47,19.58,240,29,18,12.08,62.07,"19,6%",14,Bremen
594,78.36,164,21.64,758,57,36,7.52,63.16,"21,6%",34,Hamburg
1745,81.31,401,18.69,2146,245,122,11.42,49.8,"18,7%",118,Hessen
665,78.42,183,21.58,848,24,9,2.83,37.5,"21,6%",42,Mecklenburg-Vorpommern
1698,67.97,800,32.03,2498,144,79,5.76,54.86,32%,151,Niedersachsen
5308,78.59,1446,21.41,6754,749,447,11.09,59.68,"21,4%",402,Nordrhein-Westfalen
894,65.35,474,34.65,1368,88,56,6.43,63.64,"34,7%",95,Rheinland-Pfalz
354,66.67,177,33.33,531,51,16,9.6,31.37,"33,3%",24,Saarland
1319,78.28,366,21.72,1685,242,91,14.36,37.6,"21,7%",95,Sachsen
733,73.74,261,26.26,994,26,14,2.62,53.85,"26,3%",56,Sachsen-Anhalt
599,68.07,281,31.93,880,27,10,3.07,37.04,"31,9%",39,Schleswig-Holstein
658,71.14,267,28.86,925,48,16,5.19,33.33,"28,9%",45,Thüringen
