BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1777,86.89,268,13.11,2045,360,211,17.6,58.61,"13,1%",117,Hessen
175,81.78,39,18.22,214,37,22,17.29,59.46,"18,2%",14,Bremen
888,71.5,354,28.5,1242,183,111,14.73,60.66,"28,5%",94,Rheinland-Pfalz
563,80.09,140,19.91,703,81,55,11.52,67.9,"19,9%",34,Hamburg
580,75.72,186,24.28,766,89,46,11.62,51.69,"24,3%",56,Brandenburg
1117,88.37,147,11.63,1264,300,209,23.73,69.67,"11,6%",64,Berlin
5303,81.12,1234,18.88,6537,958,592,14.66,61.8,"18,9%",404,Nordrhein-Westfalen
714,74.92,239,25.08,953,56,25,5.88,44.64,"25,1%",55,Sachsen-Anhalt
1275,78.46,350,21.54,1625,365,213,22.46,58.36,"21,5%",95,Sachsen
596,70.37,251,29.63,847,24,12,2.83,50,"29,6%",39,Schleswig-Holstein
3237,81.27,746,18.73,3983,648,383,16.27,59.1,"18,7%",268,Bayern
543,78.13,152,21.87,695,37,17,5.32,45.95,"21,9%",41,Mecklenburg-Vorpommern
644,76.76,195,23.24,839,77,38,9.18,49.35,"23,2%",45,Thüringen
2387,79.62,611,20.38,2998,431,246,14.38,57.08,"20,4%",182,Baden-Württemberg
381,77.44,111,22.56,492,67,24,13.62,35.82,"22,6%",24,Saarland
1735,76.47,534,23.53,2269,183,104,8.07,56.83,"23,5%",152,Niedersachsen
