BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2317,71.93,904,28.07,3221,66,30,2.05,45.45,"28,1%",181,Baden-Württemberg
3140,73.83,1113,26.17,4253,62,39,1.46,62.9,"26,2%",256,Bayern
1029,84.14,194,15.86,1223,38,21,3.11,55.26,"15,9%",65,Berlin
597,70.82,246,29.18,843,6,3,0.71,50,"29,2%",56,Brandenburg
174,71.9,68,28.1,242,4,3,1.65,75,"28,1%",14,Bremen
591,71.12,240,28.88,831,14,8,1.68,57.14,"28,9%",34,Hamburg
1723,76.14,540,23.86,2263,45,20,1.99,44.44,"23,9%",115,Hessen
581,72.26,223,27.74,804,4,3,0.5,75,"27,7%",39,Mecklenburg-Vorpommern
1782,68.41,823,31.59,2605,36,15,1.38,41.67,"31,6%",148,Niedersachsen
5303,74.14,1850,25.86,7153,170,82,2.38,48.24,"25,9%",402,Nordrhein-Westfalen
910,62.67,542,37.33,1452,17,8,1.17,47.06,"37,3%",95,Rheinland-Pfalz
397,70.02,170,29.98,567,7,2,1.23,28.57,30%,23,Saarland
1204,67.11,590,32.89,1794,20,7,1.11,35,"32,9%",95,Sachsen
729,69.3,323,30.7,1052,10,6,0.95,60,"30,7%",56,Sachsen-Anhalt
609,59.01,423,40.99,1032,3,3,0.29,100,41%,39,Schleswig-Holstein
634,69.52,278,30.48,912,8,2,0.88,25,"30,5%",44,Thüringen
