BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2319,71.77,912,28.23,3231,60,28,1.86,46.67,"28,2%",181,Baden-Württemberg
3091,73.06,1140,26.94,4231,60,36,1.42,60,"26,9%",254,Bayern
1005,81.64,226,18.36,1231,44,20,3.57,45.45,"18,4%",65,Berlin
599,69.41,264,30.59,863,4,1,0.46,25,"30,6%",57,Brandenburg
184,76.03,58,23.97,242,4,3,1.65,75,24%,14,Bremen
575,69.19,256,30.81,831,14,5,1.68,35.71,"30,8%",34,Hamburg
1726,76.07,543,23.93,2269,42,17,1.85,40.48,"23,9%",115,Hessen
576,71.64,228,28.36,804,2,2,0.25,100,"28,4%",39,Mecklenburg-Vorpommern
1772,67.22,864,32.78,2636,29,14,1.1,48.28,"32,8%",152,Niedersachsen
5206,72.53,1972,27.47,7178,133,69,1.85,51.88,"27,5%",404,Nordrhein-Westfalen
885,60.49,578,39.51,1463,14,7,0.96,50,"39,5%",95,Rheinland-Pfalz
397,70.14,169,29.86,566,5,2,0.88,40,"29,9%",23,Saarland
1182,66.14,605,33.86,1787,19,7,1.06,36.84,"33,9%",95,Sachsen
726,69.21,323,30.79,1049,8,4,0.76,50,"30,8%",56,Sachsen-Anhalt
613,59.17,423,40.83,1036,6,4,0.58,66.67,"40,8%",39,Schleswig-Holstein
624,68.05,293,31.95,917,9,2,0.98,22.22,32%,44,Thüringen
