BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2282,69.28,1012,30.72,3294,52,25,1.58,48.08,"30,7%",181,Baden-Württemberg
3063,71.25,1236,28.75,4299,57,36,1.33,63.16,"28,8%",253,Bayern
1006,80.87,238,19.13,1244,30,15,2.41,50,"19,1%",65,Berlin
605,65.48,319,34.52,924,2,0,0.22,0,"34,5%",57,Brandenburg
148,70.14,63,29.86,211,2,0,0.95,0,"29,9%",13,Bremen
569,67.9,269,32.1,838,17,11,2.03,64.71,"32,1%",34,Hamburg
1672,72.6,631,27.4,2303,30,16,1.3,53.33,"27,4%",116,Hessen
585,72.85,218,27.15,803,0,0,0,0,"27,2%",39,Mecklenburg-Vorpommern
1708,63.95,963,36.05,2671,30,14,1.12,46.67,"36,1%",152,Niedersachsen
5085,70.43,2135,29.57,7220,91,57,1.26,62.64,"29,6%",407,Nordrhein-Westfalen
904,61.71,561,38.29,1465,13,6,0.89,46.15,"38,3%",95,Rheinland-Pfalz
365,64.6,200,35.4,565,2,2,0.35,100,"35,4%",23,Saarland
1130,63.7,644,36.3,1774,9,6,0.51,66.67,"36,3%",95,Sachsen
721,67.89,341,32.11,1062,3,0,0.28,0,"32,1%",56,Sachsen-Anhalt
621,59.26,427,40.74,1048,5,2,0.48,40,"40,7%",39,Schleswig-Holstein
615,67.07,302,32.93,917,10,2,1.09,20,"32,9%",44,Thüringen
