"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
73.91,26.09,SCHLESWIG_HOLSTEIN,9.08,2021-01-11T17:19:10Z,71,42,59.15,578,204,782,472,39
79.7,20.3,HAMBURG,15.3,2021-01-11T17:19:10Z,101,67,66.34,526,134,660,337,34
77.25,22.75,NIEDERSACHSEN,12.72,2021-01-11T17:19:10Z,279,149,53.41,1694,499,2193,1034,153
81.25,18.75,BREMEN,13.39,2021-01-11T17:19:10Z,30,13,43.33,182,42,224,141,14
85.15,14.85,NORDRHEIN_WESTFALEN,15.67,2021-01-11T17:19:10Z,1006,581,57.75,5466,953,6419,2457,404
84.65,15.35,HESSEN,22.81,2021-01-11T17:19:10Z,474,276,58.23,1759,319,2078,838,117
73.87,26.13,RHEINLAND_PFALZ,16.05,2021-01-11T17:19:10Z,196,99,50.51,902,319,1221,431,94
82.83,17.17,BADEN_WUERTTEMBERG,19.85,2021-01-11T17:19:10Z,570,343,60.18,2379,493,2872,1383,183
82.94,17.06,BAYERN,22.14,2021-01-11T17:19:10Z,837,477,56.99,3135,645,3780,1159,269
81.69,18.31,SAARLAND,15.55,2021-01-11T17:19:10Z,79,34,43.04,415,93,508,248,24
88.04,11.96,BERLIN,31.79,2021-01-11T17:19:10Z,412,288,69.9,1141,155,1296,382,64
83.2,16.8,BRANDENBURG,30.6,2021-01-11T17:19:10Z,235,101,42.98,639,129,768,330,56
77.89,22.11,MECKLENBURG_VORPOMMERN,12.55,2021-01-11T17:19:10Z,88,41,46.59,546,155,701,227,42
77.23,22.77,SACHSEN,31.06,2021-01-11T17:19:10Z,502,272,54.18,1248,368,1616,621,94
84.22,15.78,SACHSEN_ANHALT,22.85,2021-01-11T17:19:10Z,207,107,51.69,763,143,906,346,55
84.15,15.85,THUERINGEN,26.55,2021-01-11T17:19:10Z,206,113,54.85,653,123,776,356,45
