"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
68.16,31.84,SCHLESWIG_HOLSTEIN,6.8,2020-12-26T17:19:10Z,53,31,58.49,531,248,779,460,39
78.36,21.64,HAMBURG,17.62,2020-12-26T17:19:10Z,114,71,62.28,507,140,647,347,34
75.53,24.47,NIEDERSACHSEN,11.72,2020-12-26T17:19:10Z,253,109,43.08,1630,528,2158,1069,152
81.31,18.69,BREMEN,17.76,2020-12-26T17:19:10Z,38,21,55.26,174,40,214,145,14
82.56,17.44,NORDRHEIN_WESTFALEN,18.16,2020-12-26T17:19:10Z,1154,645,55.89,5246,1108,6354,2542,405
83.19,16.81,HESSEN,24.13,2020-12-26T17:19:10Z,494,257,52.02,1703,344,2047,842,117
73.29,26.71,RHEINLAND_PFALZ,20.62,2020-12-26T17:19:10Z,247,105,42.51,878,320,1198,446,94
81.69,18.31,BADEN_WUERTTEMBERG,22.0,2020-12-26T17:19:10Z,615,337,54.8,2284,512,2796,1388,181
81.65,18.35,BAYERN,22.48,2020-12-26T17:19:10Z,855,485,56.73,3105,698,3803,1207,270
78.74,21.26,SAARLAND,18.11,2020-12-26T17:19:10Z,86,37,43.02,374,101,475,267,25
86.37,13.63,BERLIN,32.39,2020-12-26T17:19:10Z,411,256,62.29,1096,173,1269,382,64
77.72,22.28,BRANDENBURG,30.11,2020-12-26T17:19:10Z,227,89,39.21,586,168,754,350,55
71.92,28.08,MECKLENBURG_VORPOMMERN,7.53,2020-12-26T17:19:10Z,55,28,50.91,525,205,730,239,42
80.22,19.78,SACHSEN,36.0,2020-12-26T17:19:10Z,577,262,45.41,1286,317,1603,629,94
78.05,21.95,SACHSEN_ANHALT,16.65,2020-12-26T17:19:10Z,154,82,53.25,722,203,925,353,56
77.37,22.63,THUERINGEN,25.03,2020-12-26T17:19:10Z,198,101,51.01,612,179,791,364,45
