"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
67.84,32.16,SCHLESWIG_HOLSTEIN,2.82,2020-11-17T22:19:05Z,24,14,58.33,578,274,852,437,39
80.08,19.92,HAMBURG,11.68,2020-11-17T22:19:05Z,85,56,65.88,583,145,728,343,34
71.0,29.0,NIEDERSACHSEN,8.0,2020-11-17T22:19:05Z,195,113,57.95,1731,707,2438,983,152
77.92,22.08,BREMEN,15.0,2020-11-17T22:19:05Z,36,26,72.22,187,53,240,135,14
80.46,19.54,NORDRHEIN_WESTFALEN,13.93,2020-11-17T22:19:05Z,924,551,59.63,5338,1296,6634,2573,402
82.11,17.89,HESSEN,13.82,2020-11-17T22:19:05Z,289,165,57.09,1717,374,2091,906,117
66.94,33.06,RHEINLAND_PFALZ,10.42,2020-11-17T22:19:05Z,139,76,54.68,893,441,1334,475,94
77.08,22.92,BADEN_WUERTTEMBERG,13.52,2020-11-17T22:19:05Z,407,222,54.55,2321,690,3011,1552,182
77.15,22.85,BAYERN,12.56,2020-11-17T22:19:05Z,515,306,59.42,3163,937,4100,1699,262
69.57,30.43,SAARLAND,12.48,2020-11-17T22:19:05Z,66,20,30.3,368,161,529,206,24
88.15,11.85,BERLIN,24.33,2020-11-17T22:19:05Z,308,193,62.66,1116,150,1266,446,64
73.58,26.42,BRANDENBURG,9.18,2020-11-17T22:19:05Z,73,47,64.38,585,210,795,425,57
78.24,21.76,MECKLENBURG_VORPOMMERN,4.18,2020-11-17T22:19:05Z,30,19,63.33,561,156,717,265,41
77.31,22.69,SACHSEN,17.6,2020-11-17T22:19:05Z,294,160,54.42,1291,379,1670,715,95
74.93,25.07,SACHSEN_ANHALT,5.19,2020-11-17T22:19:05Z,52,26,50.0,750,251,1001,459,56
70.02,29.98,THUERINGEN,8.99,2020-11-17T22:19:05Z,84,25,29.76,654,280,934,461,45
