"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
77.26,22.74,SCHLESWIG_HOLSTEIN,9.43,2021-01-20T17:19:11Z,73,44,60.27,598,176,774,483,39
83.41,16.59,HAMBURG,15.41,2021-01-20T17:19:11Z,104,63,60.58,563,112,675,325,34
81.6,18.4,NIEDERSACHSEN,12.38,2021-01-20T17:19:11Z,273,139,50.92,1800,406,2206,1022,153
90.04,9.96,BREMEN,14.29,2021-01-20T17:19:11Z,33,19,57.58,208,23,231,140,14
85.79,14.21,NORDRHEIN_WESTFALEN,13.4,2021-01-20T17:19:11Z,868,499,57.49,5559,921,6480,2444,406
86.96,13.04,HESSEN,20.88,2021-01-20T17:19:11Z,437,237,54.23,1820,273,2093,808,115
78.31,21.69,RHEINLAND_PFALZ,15.56,2021-01-20T17:19:11Z,188,100,53.19,946,262,1208,435,94
85.37,14.63,BADEN_WUERTTEMBERG,16.75,2021-01-20T17:19:11Z,483,294,60.87,2462,422,2884,1373,183
84.68,15.32,BAYERN,19.3,2021-01-20T17:19:11Z,747,433,57.97,3278,593,3871,1130,269
85.82,14.18,SAARLAND,19.16,2021-01-20T17:19:11Z,100,44,44.0,448,74,522,238,24
87.31,12.69,BERLIN,29.23,2021-01-20T17:19:11Z,380,273,71.84,1135,165,1300,382,64
82.25,17.75,BRANDENBURG,28.46,2021-01-20T17:19:11Z,218,104,47.71,630,136,766,331,56
81.33,18.67,MECKLENBURG_VORPOMMERN,13.42,2021-01-20T17:19:11Z,97,38,39.18,588,135,723,225,42
76.91,23.09,SACHSEN,28.14,2021-01-20T17:19:11Z,457,265,57.99,1249,375,1624,624,94
86.24,13.76,SACHSEN_ANHALT,20.85,2021-01-20T17:19:11Z,191,113,59.16,790,126,916,335,55
83.29,16.71,THUERINGEN,22.19,2021-01-20T17:19:11Z,178,103,57.87,668,134,802,356,45
